epoch,total_B_gen,total_B_adm,total_B_drop,total_N_gen,total_N_adm,total_N_drop,drop_ratio,P_q_max,P_q_mean,P_q_std,jain_P,gini_B_gen,handoffs_committed,handoffs_pending,released_buffered_bytes,released_buffered_pkts,released_buffered_pkts_dropped_at_dst,handoff_buffer_overflow_pkts,P_q[0],B_q_gen[0],B_q_drop[0],K_q[0],P_q[1],B_q_gen[1],B_q_drop[1],K_q[1],P_q[2],B_q_gen[2],B_q_drop[2],K_q[2],P_q[3],B_q_gen[3],B_q_drop[3],K_q[3],P_q[4],B_q_gen[4],B_q_drop[4],K_q[4],P_q[5],B_q_gen[5],B_q_drop[5],K_q[5],P_q[6],B_q_gen[6],B_q_drop[6],K_q[6],P_q[7],B_q_gen[7],B_q_drop[7],K_q[7]
0,466453.0,466453.0,0.0,341,341,0,0.0,0.014892578125,0.00341796875,0.005470057739845722,0.28080218680428587,0.3542524648785619,0,0,0.0,0,0,0,0.000244140625,30128.0,0.0,20,0.000244140625,30128.0,0.0,20,0.000244140625,27384.0,0.0,20,0.000732421875,56140.0,0.0,39,0.010498046875,119399.0,0.0,43,0.000244140625,32110.0,0.0,23,0.000244140625,30128.0,0.0,20,0.014892578125,141036.0,0.0,44
1,468113.0,468113.0,0.0,342,342,0,0.0,0.023095703125,0.005133056640624999,0.008358579134266483,0.2738503183993247,0.3547548882427958,0,0,0.0,0,0,0,0.000390625,30128.0,0.0,20,0.000390625,28756.0,0.0,20,0.000390625,31500.0,0.0,20,0.00068359375,56140.0,0.0,41,0.01533203125,121434.0,0.0,50,0.000390625,28756.0,0.0,20,0.000390625,30363.0,0.0,23,0.023095703125,141036.0,0.0,47
2,467015.0,467015.0,0.0,343,343,0,0.0,0.030615234375,0.00657958984375,0.011138854144198886,0.2586620816096211,0.34188489663072885,0,0,0.0,0,0,0,0.00029296875,29795.0,0.0,23,0.000146484375,28628.0,0.0,21,0.00029296875,30128.0,0.0,21,0.0005859375,58884.0,0.0,42,0.02001953125,112024.0,0.0,48,0.000146484375,33082.0,0.0,26,0.0005371093749999999,34655.0,0.0,26,0.030615234375,139819.0,0.0,49
3,456338.0,456338.0,0.0,339,339,0,0.0,0.039013671875,0.0081787109375,0.014250013752980873,0.24778761581689066,0.368063803584185,0,0,0.0,0,0,0,0.000146484375,29327.0,0.0,23,0.000146484375,28756.0,0.0,21,0.000146484375,25884.0,0.0,21,0.00043945312499999996,58416.0,0.0,42,0.025244140624999998,115282.0,0.0,49,0.000146484375,26012.0,0.0,21,0.000146484375,31625.0,0.0,27,0.039013671875,141036.0,0.0,49
4,462458.0,462458.0,0.0,348,348,0,0.0,0.04697265625,0.010089111328125,0.017511094825278205,0.2492238818771601,0.358314160421054,0,0,0.0,0,0,0,0.000146484375,30471.0,0.0,25,0.000146484375,26012.0,0.0,21,0.000146484375,28756.0,0.0,21,0.00043945312499999996,61918.0,0.0,43,0.032568359375,117251.0,0.0,46,0.000146484375,30128.0,0.0,21,0.000146484375,29630.0,0.0,22,0.04697265625,138292.0,0.0,50
5,454334.0,454334.0,0.0,341,341,0,0.0,0.055517578125,0.011871337890625,0.02067766513454353,0.24789801793137084,0.37644552245704666,0,0,0.0,0,0,0,0.000146484375,26815.0,0.0,23,0.000146484375,27384.0,0.0,21,0.000146484375,27384.0,0.0,21,0.00043945312499999996,57512.0,0.0,42,0.03828125,116691.0,0.0,46,0.000146484375,31500.0,0.0,21,0.000146484375,24640.0,0.0,21,0.055517578125,142408.0,0.0,48
6,484206.0,484206.0,0.0,349,349,0,0.0,0.06411132812499999,0.013513183593749999,0.023618693902786148,0.24661545668936213,0.3762319136896277,0,0,0.0,0,0,0,0.000390625,31016.0,0.0,25,0.000146484375,26012.0,0.0,21,0.000146484375,27384.0,0.0,21,0.00043945312499999996,63000.0,0.0,42,0.042578124999999994,119140.0,0.0,50,0.000146484375,32353.0,0.0,25,0.000146484375,30675.0,0.0,23,0.06411132812499999,154626.0,0.0,49
7,461502.0,461502.0,0.0,353,353,0,0.0,0.07285156250000001,0.015734863281250004,0.027103884248095372,0.25207115577276235,0.37572968264492856,0,0,0.0,0,0,0,0.0005371093749999999,27609.0,0.0,25,0.000390625,27384.0,0.0,20,0.000390625,30128.0,0.0,20,0.00068359375,53396.0,0.0,41,0.05048828125,118139.0,0.0,46,0.000146484375,33795.0,0.0,23,0.000390625,24640.0,0.0,20,0.07285156250000001,146411.0,0.0,48
8,441823.0,441823.0,0.0,334,334,0,0.0,0.08173828125,0.017138671875,0.0301109135249022,0.24469658395086738,0.36684118979772395,0,0,0.0,0,0,0,0.000146484375,30128.0,0.0,23,0.000146484375,23140.0,0.0,21,0.000146484375,29057.0,0.0,22,0.00043945312499999996,56012.0,0.0,42,0.054052734374999994,111563.0,0.0,49,0.000146484375,27256.0,0.0,20,0.00029296875,28470.0,0.0,23,0.08173828125,136197.0,0.0,46
9,449433.0,449433.0,0.0,335,335,0,0.0,0.0890625,0.01871337890625,0.03294927835600413,0.24389152431476555,0.3471888468359017,0,0,0.0,0,0,0,0.000146484375,29037.0,0.0,22,0.000146484375,28756.0,0.0,21,0.000146484375,30794.0,0.0,22,0.00029296875,50524.0,0.0,42,0.059619140625,116396.0,0.0,48,0.000146484375,28756.0,0.0,21,0.000146484375,30006.0,0.0,23,0.0890625,135164.0,0.0,48
10,477551.0,477551.0,0.0,347,347,0,0.0,0.098193359375,0.02060546875,0.03626345549162566,0.24406736700214227,0.35703647359130186,0,0,0.0,0,0,0,0.000146484375,31628.0,0.0,22,0.000146484375,31500.0,0.0,21,0.000146484375,26012.0,0.0,21,0.0005371093749999999,57512.0,0.0,41,0.065380859375,119969.0,0.0,48,0.000146484375,31500.0,0.0,21,0.000146484375,33109.0,0.0,27,0.098193359375,146321.0,0.0,48
11,469245.0,469245.0,0.0,342,342,0,0.0,0.10659179687499999,0.022369384765625,0.039358357117633115,0.24415554093640707,0.3625001331926816,0,0,0.0,0,0,0,0.000146484375,28756.0,0.0,21,0.000146484375,28756.0,0.0,21,0.000146484375,31500.0,0.0,21,0.00043945312499999996,60256.0,0.0,42,0.07094726562499999,112304.0,0.0,49,0.000146484375,28756.0,0.0,21,0.000390625,29257.0,0.0,22,0.10659179687499999,149660.0,0.0,48
12,467964.0,467964.0,0.0,341,341,0,0.0,0.1158203125,0.024066162109375,0.042554463365110574,0.24232845468712932,0.36956528707336433,0,0,0.0,0,0,0,0.000146484375,26012.0,0.0,21,0.000146484375,27384.0,0.0,21,0.000146484375,30128.0,0.0,21,0.00043945312499999996,56140.0,0.0,42,0.07553710937500001,120512.0,0.0,50,0.000146484375,30128.0,0.0,21,0.000146484375,31923.0,0.0,25,0.1158203125,145737.0,0.0,46
13,461248.0,461248.0,0.0,344,344,0,0.0,0.12402343749999999,0.025958251953125,0.04548964854208737,0.24564225445822782,0.3600519677050087,0,0,0.0,0,0,0,0.000390625,28136.0,0.0,22,0.000146484375,28756.0,0.0,21,0.000390625,28756.0,0.0,20,0.00068359375,56140.0,0.0,41,0.08100585937499999,110908.0,0.0,48,0.000390625,28756.0,0.0,20,0.0006347656249999999,32865.0,0.0,24,0.12402343749999999,146931.0,0.0,48
14,465499.0,465499.0,0.0,335,335,0,0.0,0.1310546875,0.027227783203125,0.048116394471850545,0.2425462361254843,0.35481628317139213,0,0,0.0,0,0,0,0.000146484375,28628.0,0.0,21,0.000146484375,30000.0,0.0,20,0.00029296875,30128.0,0.0,21,0.00043945312499999996,53869.0,0.0,42,0.085302734375,113268.0,0.0,49,0.000146484375,28628.0,0.0,21,0.00029296875,34966.0,0.0,32,0.1310546875,146012.0,0.0,49
15,458249.0,458249.0,0.0,342,342,0,0.0,0.1396484375,0.0288818359375,0.0511992985282469,0.24139879475108741,0.3511417919078925,0,0,0.0,0,0,0,0.000146484375,32061.0,0.0,26,0.000146484375,30128.0,0.0,21,0.000146484375,27256.0,0.0,21,0.00043945312499999996,60797.0,0.0,43,0.09023437499999999,112152.0,0.0,50,0.000146484375,29369.0,0.0,22,0.000146484375,28692.0,0.0,22,0.1396484375,137794.0,0.0,50
16,462924.0,462924.0,0.0,344,344,0,0.0,0.147607421875,0.030541992187500002,0.05414888811563771,0.24135412899946618,0.35528240056683136,0,0,0.0,0,0,0,0.000146484375,30929.0,0.0,23,0.000146484375,28756.0,0.0,21,0.000146484375,29316.0,0.0,22,0.00043945312499999996,58400.0,0.0,44,0.095556640625,115024.0,0.0,49,0.000146484375,28756.0,0.0,21,0.000146484375,29335.0,0.0,24,0.147607421875,142408.0,0.0,50
17,466923.0,466923.0,0.0,348,348,0,0.0,0.156396484375,0.032464599609375,0.05740646071076074,0.2423179365845593,0.369826234732493,0,0,0.0,0,0,0,0.000146484375,26012.0,0.0,21,0.000146484375,28756.0,0.0,21,0.000146484375,30128.0,0.0,21,0.000927734375,59111.0,0.0,46,0.10166015625000001,120488.0,0.0,47,0.000146484375,30439.0,0.0,22,0.000146484375,27851.0,0.0,23,0.156396484375,144138.0,0.0,48
18,467277.0,467277.0,0.0,346,346,0,0.0,0.164892578125,0.034393310546875,0.06085387599277737,0.24209517836293254,0.37021750482048077,0,0,0.0,0,0,0,0.000146484375,27384.0,0.0,21,0.000146484375,28756.0,0.0,21,0.000146484375,28756.0,0.0,21,0.00043945312499999996,58884.0,0.0,44,0.10908203124999999,118919.0,0.0,46,0.000146484375,27384.0,0.0,21,0.000146484375,30670.0,0.0,23,0.164892578125,146524.0,0.0,47
19,452226.0,452226.0,0.0,354,354,0,0.0,0.17558593749999998,0.036450195312499996,0.06449730948078147,0.24207196380166784,0.37767565332378017,0,0,0.0,0,0,0,0.000390625,30535.0,0.0,21,0.000146484375,26012.0,0.0,21,0.000146484375,25608.0,0.0,23,0.00043945312499999996,54447.0,0.0,44,0.11435546875,110713.0,0.0,45,0.000146484375,30128.0,0.0,21,0.000390625,26512.0,0.0,24,0.17558593749999998,148271.0,0.0,46
20,444790.0,444790.0,0.0,334,334,0,0.0,0.181982421875,0.03787841796875,0.0668953587835875,0.2427803626846339,0.35663852604599877,0,0,0.0,0,0,0,0.00029296875,31505.0,0.0,22,0.000390625,27384.0,0.0,20,0.000390625,26691.0,0.0,22,0.00068359375,56266.0,0.0,44,0.118994140625,107908.0,0.0,47,0.000146484375,27256.0,0.0,20,0.000146484375,30000.0,0.0,21,0.181982421875,137780.0,0.0,48
21,452421.0,452421.0,0.0,344,344,0,0.0,0.19072265624999998,0.039471435546874996,0.0700508545066992,0.2409847114933829,0.34747419991556505,0,0,0.0,0,0,0,0.000146484375,29856.0,0.0,25,0.000146484375,28628.0,0.0,21,0.000146484375,31493.0,0.0,26,0.00043945312499999996,56744.0,0.0,45,0.123876953125,108177.0,0.0,49,0.000146484375,28756.0,0.0,21,0.000146484375,29231.0,0.0,23,0.19072265624999998,139536.0,0.0,47
22,467553.0,467553.0,0.0,349,349,0,0.0,0.198583984375,0.041259765625,0.07309018651292609,0.24165770652232876,0.3632676402461321,0,0,0.0,0,0,0,0.000146484375,27685.0,0.0,23,0.000146484375,30128.0,0.0,21,0.000146484375,30456.0,0.0,24,0.00043945312499999996,60162.0,0.0,46,0.130078125,116803.0,0.0,48,0.000146484375,28756.0,0.0,21,0.000390625,28411.0,0.0,21,0.198583984375,145152.0,0.0,50
23,451421.0,451421.0,0.0,343,343,0,0.0,0.20810546875,0.043023681640625,0.076436743073213,0.24059401071728798,0.37357948566858834,0,0,0.0,0,0,0,0.000146484375,26012.0,0.0,21,0.000146484375,24640.0,0.0,21,0.000146484375,31301.0,0.0,26,0.00029296875,56140.0,0.0,43,0.13505859374999998,117768.0,0.0,48,0.000146484375,26012.0,0.0,21,0.000146484375,30711.0,0.0,23,0.20810546875,138837.0,0.0,45
24,465807.0,465807.0,0.0,345,345,0,0.0,0.216552734375,0.04486083984375,0.07949641917069634,0.24153294905422248,0.3584164149529736,0,0,0.0,0,0,0,0.000146484375,28756.0,0.0,21,0.000390625,28756.0,0.0,20,0.000390625,32272.0,0.0,27,0.0005371093749999999,54768.0,0.0,41,0.140576171875,121884.0,0.0,47,0.000146484375,30128.0,0.0,21,0.000146484375,28207.0,0.0,23,0.216552734375,141036.0,0.0,46
25,453578.0,453578.0,0.0,345,345,0,0.0,0.22470703125,0.046673583984374996,0.0825023978690432,0.24244926943373182,0.3593185736521609,0,0,0.0,0,0,0,0.000390625,27384.0,0.0,20,0.00029296875,28756.0,0.0,21,0.00029296875,26765.0,0.0,24,0.00068359375,59356.0,0.0,43,0.146240234375,108164.0,0.0,46,0.000390625,28756.0,0.0,20,0.000390625,32756.0,0.0,23,0.22470703125,141641.0,0.0,49
26,469744.0,469744.0,0.0,346,346,0,0.0,0.23305664062499998,0.048242187500000006,0.08542114145296456,0.24182141420633668,0.3478639429135866,0,0,0.0,0,0,0,0.00029296875,28659.0,0.0,24,0.00029296875,31500.0,0.0,21,0.00029296875,30128.0,0.0,21,0.000830078125,58738.0,0.0,45,0.15058593750000002,114896.0,0.0,50,0.00029296875,30128.0,0.0,21,0.00029296875,33361.0,0.0,24,0.23305664062499998,142334.0,0.0,49
27,449867.0,449867.0,0.0,330,330,0,0.0,0.24091796875,0.049639892578125,0.08832343431309762,0.24004709286715775,0.37040197436131095,0,0,0.0,0,0,0,0.000146484375,27688.0,0.0,23,0.000146484375,30000.0,0.0,21,0.000146484375,28628.0,0.0,21,0.00029296875,48946.0,0.0,46,0.15517578124999998,111896.0,0.0,49,0.000146484375,25884.0,0.0,21,0.000146484375,29441.0,0.0,24,0.24091796875,147384.0,0.0,46
28,456582.0,456582.0,0.0,345,345,0,0.0,0.24921875,0.051477050781250006,0.09147270835154625,0.2405239472734765,0.3233400572076863,0,0,0.0,0,0,0,0.000146484375,30128.0,0.0,21,0.000146484375,31500.0,0.0,21,0.000146484375,32218.0,0.0,23,0.0005371093749999999,61929.0,0.0,43,0.16132812500000002,106792.0,0.0,46,0.000146484375,30740.0,0.0,22,0.000146484375,31843.0,0.0,25,0.24921875,131432.0,0.0,49
29,471093.0,471093.0,0.0,349,349,0,0.0,0.257421875,0.053125,0.09435149512731156,0.24071583271500713,0.36409610204354514,0,0,0.0,0,0,0,0.000146484375,32324.0,0.0,22,0.000146484375,28756.0,0.0,21,0.000146484375,29568.0,0.0,23,0.000927734375,56517.0,0.0,47,0.16591796875,117768.0,0.0,50,0.000146484375,27989.0,0.0,22,0.000146484375,29665.0,0.0,22,0.257421875,148506.0,0.0,50
30,460044.0,460044.0,0.0,347,347,0,0.0,0.265869140625,0.05489501953124999,0.09743766965600513,0.24093128717005327,0.36769852448896145,0,0,0.0,0,0,0,0.000146484375,30000.0,0.0,24,0.000390625,28756.0,0.0,20,0.000390625,32302.0,0.0,22,0.00043945312499999996,60567.0,0.0,46,0.17138671875,112280.0,0.0,48,0.000390625,28573.0,0.0,21,0.000146484375,23998.0,0.0,23,0.265869140625,143568.0,0.0,49
31,447819.0,447819.0,0.0,349,349,0,0.0,0.27421874999999996,0.056573486328125,0.10044581439950671,0.24082606322488792,0.35804616374026077,0,0,0.0,0,0,0,0.000146484375,30717.0,0.0,25,0.00029296875,30128.0,0.0,21,0.000146484375,30175.0,0.0,26,0.00068359375,54768.0,0.0,41,0.176416015625,110908.0,0.0,49,0.00029296875,25086.0,0.0,23,0.000390625,27745.0,0.0,23,0.27421874999999996,138292.0,0.0,48
32,458398.0,458398.0,0.0,349,349,0,0.0,0.28232421875,0.05828857421875001,0.10342523551099897,0.2410583645374467,0.3481183382126445,0,0,0.0,0,0,0,0.00087890625,35775.0,0.0,30,0.00029296875,27384.0,0.0,21,0.000146484375,29780.0,0.0,24,0.00043945312499999996,58394.0,0.0,44,0.18178710937499998,110652.0,0.0,46,0.000146484375,28628.0,0.0,21,0.00029296875,29749.0,0.0,23,0.28232421875,138036.0,0.0,47
33,447234.0,447234.0,0.0,337,337,0,0.0,0.28955078125,0.05969238281249999,0.10620430636987105,0.24006549422350645,0.37825444845427625,0,0,0.0,0,0,0,0.00029296875,25769.0,0.0,27,0.000146484375,27256.0,0.0,21,0.000146484375,28417.0,0.0,22,0.00029296875,51616.0,0.0,46,0.18681640624999998,118884.0,0.0,47,0.000146484375,30128.0,0.0,21,0.000146484375,24512.0,0.0,21,0.28955078125,140652.0,0.0,50
34,452294.0,452294.0,0.0,342,342,0,0.0,0.297900390625,0.061572265625,0.10938942677855505,0.24059770489876292,0.3582056140474996,0,0,0.0,0,0,0,0.000146484375,28756.0,0.0,22,0.000146484375,27384.0,0.0,21,0.000390625,30938.0,0.0,22,0.0005371093749999999,54768.0,0.0,41,0.19316406249999998,117242.0,0.0,47,0.000146484375,27384.0,0.0,21,0.000146484375,28902.0,0.0,22,0.297900390625,136920.0,0.0,50
35,471072.0,460572.0,10500.0,356,349,7,0.022289586305278126,0.33990796571644605,0.06751290977705575,0.12175134581839395,0.23517377149994587,0.3640738570749267,0,0,0.0,0,0,0,0.000390625,29522.0,0.0,23,0.000146484375,27384.0,0.0,21,0.000146484375,28294.0,0.0,28,0.00043945312499999996,57626.0,0.0,44,0.198779296875,115008.0,0.0,49,0.000146484375,31500.0,0.0,21,0.000146484375,32470.0,0.0,26,0.33990796571644605,149268.0,10500.0,48
36,456137.0,375997.0,80140.0,344,286,58,0.17569282912809053,0.5759089609512769,0.0976355927751596,0.19268736130847858,0.20429658142116494,0.3643743546346818,0,1,0.0,0,0,0,0.000146484375,31623.0,0.0,24,0.000146484375,28756.0,0.0,21,0.000146484375,30686.0,0.0,24,0.00043945312499999996,54101.0,0.0,43,0.20400390624999998,111772.0,0.0,48,0.000146484375,26012.0,0.0,21,0.000146484375,28035.0,0.0,22,0.5759089609512769,145152.0,80140.0,47
37,463953.0,388057.0,48512.0,343,286,36,0.10456231557937959,0.4720821141189117,0.08542627988986395,0.161297663483548,0.2190526813969055,0.35314164365787004,1,0,27384.0,21,0,0,0.000390625,30304.0,0.0,24,0.000390625,28756.0,0.0,20,0.000390625,26382.0,0.0,21,0.00068359375,62368.0,0.0,42,0.208935546875,110908.0,0.0,49,0.000390625,31500.0,0.0,20,0.000146484375,32699.0,0.0,22,0.4720821141189117,141036.0,48512.0,47
38,471509.0,420253.0,51256.0,342,306,36,0.10870630253081043,0.5126593202336679,0.09131019823233348,0.173794861785411,0.21632265253215777,0.31836905552173933,0,0,0.0,0,0,0,0.002783203125,61500.0,0.0,45,0.00029296875,26012.0,0.0,21,0.00029296875,30740.0,0.0,24,0.00043945312499999996,58884.0,0.0,43,0.213330078125,113524.0,0.0,51,0.00029296875,29921.0,0.0,24,0.000390625,30416.0,0.0,22,0.5126593202336679,120512.0,51256.0,48
39,451615.0,401603.0,50012.0,337,300,37,0.11074034299126444,0.528089013495276,0.0936478454369095,0.17897462059734395,0.2149393333746054,0.3024038727677332,0,0,0.0,0,0,0,0.002197265625,58756.0,0.0,45,0.000146484375,27256.0,0.0,21,0.000146484375,28176.0,0.0,24,0.00029296875,59593.0,0.0,44,0.21801757812499997,107780.0,0.0,49,0.000146484375,29042.0,0.0,22,0.000146484375,31520.0,0.0,25,0.528089013495276,109492.0,50012.0,49
40,467483.0,416410.0,51073.0,346,309,37,0.10925103158831422,0.5168818409621213,0.09293664613589017,0.17618288463020856,0.21768488698519592,0.3130624536079383,0,0,0.0,0,0,0,0.0013183593749999999,57512.0,0.0,48,0.000146484375,28756.0,0.0,21,0.000146484375,29063.0,0.0,23,0.00029296875,58009.0,0.0,44,0.224169921875,116396.0,0.0,46,0.000146484375,30645.0,0.0,22,0.000390625,29517.0,0.0,24,0.5168818409621213,117585.0,51073.0,48
41,461514.0,413130.0,48384.0,343,308,35,0.10483755639048847,0.5102724961203731,0.09270251904629663,0.1747882478029565,0.21953826533798798,0.308842743665414,0,0,0.0,0,0,0,0.000732421875,60256.0,0.0,46,0.000146484375,27384.0,0.0,21,0.000146484375,28756.0,0.0,21,0.00029296875,57358.0,0.0,43,0.229736328125,110908.0,0.0,46,0.000146484375,30128.0,0.0,21,0.000146484375,31700.0,0.0,28,0.5102724961203731,115024.0,48384.0,48
42,461689.0,413305.0,48384.0,345,310,35,0.10479781844488367,0.5127138260462841,0.09377672825578552,0.1760295522152657,0.22106508512758996,0.30430955686620176,0,0,0.0,0,0,0,0.0005859375,60256.0,0.0,43,0.000146484375,28756.0,0.0,21,0.000390625,30128.0,0.0,20,0.0005371093749999999,54108.0,0.0,43,0.235302734375,113418.0,0.0,48,0.000146484375,30128.0,0.0,21,0.000390625,31243.0,0.0,25,0.5127138260462841,113652.0,48384.0,49
43,456807.0,405423.0,51384.0,345,308,37,0.11248514142734216,0.5218365615371401,0.0955884569108925,0.1792346063268877,0.22144126370465525,0.30062340331912574,0,0,0.0,0,0,0,0.0005859375,56140.0,0.0,42,0.000390625,30128.0,0.0,20,0.000146484375,28055.0,0.0,24,0.00068359375,56140.0,0.0,41,0.24038085937499998,106792.0,0.0,48,0.000390625,30128.0,0.0,20,0.00029296875,33558.0,0.0,26,0.5218365615371401,115866.0,51384.0,48
44,447243.0,399115.0,48128.0,341,308,33,0.10761040418743255,0.5096970964481141,0.09452878744663927,0.17617211083527298,0.22354707367628696,0.33015748709314585,0,0,0.0,0,0,0,0.00029296875,51441.0,0.0,43,0.000146484375,23140.0,0.0,21,0.000146484375,26265.0,0.0,23,0.0005859375,61722.0,0.0,48,0.244921875,110524.0,0.0,48,0.00029296875,30128.0,0.0,21,0.000146484375,29267.0,0.0,24,0.5096970964481141,114756.0,48128.0,51
45,459246.0,412362.0,46884.0,339,305,34,0.10208907644269062,0.5089657615220826,0.09513927487776032,0.17651392879456,0.22511280327185584,0.30038693859064614,0,0,0.0,0,0,0,0.00078125,56690.0,0.0,43,0.000146484375,31500.0,0.0,21,0.000146484375,31500.0,0.0,21,0.00029296875,52357.0,0.0,44,0.250244140625,114896.0,0.0,48,0.000146484375,28488.0,0.0,23,0.000390625,31791.0,0.0,22,0.5089657615220826,112024.0,46884.0,50
46,478974.0,426090.0,52884.0,357,319,38,0.11041100352002382,0.5237006609599466,0.09776849082311832,0.18123292455404352,0.22541897831559593,0.3089692759941036,0,0,0.0,0,0,0,0.00205078125,65981.0,0.0,48,0.000146484375,28756.0,0.0,21,0.000390625,27637.0,0.0,21,0.0005371093749999999,59087.0,0.0,42,0.2548828125,113652.0,0.0,51,0.000146484375,32334.0,0.0,22,0.00029296875,33479.0,0.0,26,0.5237006609599466,118048.0,52884.0,47
47,482257.0,435245.0,47012.0,345,310,35,0.09748329210358772,0.4995469873766626,0.09540235779708281,0.17489262237169437,0.22932300820285698,0.30743125553387474,0,0,0.0,0,0,0,0.0019531249999999998,62160.0,0.0,46,0.000146484375,31500.0,0.0,21,0.000146484375,30564.0,0.0,23,0.00043945312499999996,57512.0,0.0,42,0.260693359375,120512.0,0.0,47,0.000146484375,32113.0,0.0,23,0.000146484375,30128.0,0.0,22,0.4995469873766626,117768.0,47012.0,48
48,458579.0,408439.0,50140.0,344,306,38,0.109337758597755,0.5146392011485972,0.09786871850294965,0.17985611401679527,0.22845418228252878,0.314287996179502,0,0,0.0,0,0,0,0.001171875,56193.0,0.0,49,0.000146484375,30128.0,0.0,21,0.000146484375,29696.0,0.0,23,0.00043945312499999996,53396.0,0.0,42,0.265625,114933.0,0.0,50,0.000390625,30128.0,0.0,20,0.000390625,27384.0,0.0,20,0.5146392011485972,116721.0,50140.0,48
49,456993.0,408609.0,48384.0,348,313,35,0.10587470705240538,0.5071571242221986,0.09778184755902482,0.17851970510163076,0.2307785916467374,0.3305895823349587,0,0,0.0,0,0,0,0.0005859375,58145.0,0.0,48,0.000390625,23268.0,0.0,20,0.000390625,29603.0,0.0,22,0.00068359375,60256.0,0.0,41,0.2724609375,112745.0,0.0,48,0.00029296875,30128.0,0.0,21,0.00029296875,26012.0,0.0,21,0.5071571242221986,116836.0,48384.0,50
50,456819.0,411307.0,45512.0,337,303,34,0.09962808026811473,0.502988558115893,0.09767581585823662,0.1778149921184306,0.2317992685996236,0.3158135388414227,0,0,0.0,0,0,0,0.0010742187499999999,59384.0,0.0,44,0.000146484375,28628.0,0.0,21,0.000146484375,26131.0,0.0,22,0.00043945312499999996,56012.0,0.0,42,0.27617187499999996,114768.0,0.0,50,0.000146484375,31085.0,0.0,23,0.00029296875,28787.0,0.0,23,0.502988558115893,112024.0,45512.0,49
