epoch,total_B_gen,total_B_adm,total_B_drop,total_N_gen,total_N_adm,total_N_drop,drop_ratio,P_q_max,P_q_mean,P_q_std,jain_P,gini_B_gen,handoffs_committed,handoffs_pending,released_buffered_bytes,released_buffered_pkts,released_buffered_pkts_dropped_at_dst,handoff_buffer_overflow_pkts,P_q[0],B_q_gen[0],B_q_drop[0],K_q[0],P_q[1],B_q_gen[1],B_q_drop[1],K_q[1],P_q[2],B_q_gen[2],B_q_drop[2],K_q[2],P_q[3],B_q_gen[3],B_q_drop[3],K_q[3],P_q[4],B_q_gen[4],B_q_drop[4],K_q[4],P_q[5],B_q_gen[5],B_q_drop[5],K_q[5],P_q[6],B_q_gen[6],B_q_drop[6],K_q[6],P_q[7],B_q_gen[7],B_q_drop[7],K_q[7]
51,466841.0,419701.0,47140.0,336,300,36,0.10097656375511127,0.5098050584169884,0.09907719480212354,0.18046046973466248,0.23161312832480124,0.30243996349934954,0,0,0.0,0,0,0,0.00043945312499999996,58737.0,0.0,48,0.000146484375,31500.0,0.0,21,0.000146484375,31932.0,0.0,22,0.00043945312499999996,57384.0,0.0,41,0.28134765624999997,116140.0,0.0,48,0.000146484375,28756.0,0.0,21,0.000146484375,30128.0,0.0,22,0.5098050584169884,112264.0,47140.0,47
52,470482.0,414854.0,55628.0,343,305,38,0.11823619182030319,0.5298182114885439,0.10218308698294298,0.18680217846978242,0.23030886234053327,0.32092460497957376,0,0,0.0,0,0,0,0.00043945312499999996,56151.0,0.0,46,0.000146484375,30128.0,0.0,21,0.000146484375,29090.0,0.0,22,0.00029296875,56140.0,0.0,43,0.286328125,119140.0,0.0,50,0.000146484375,31500.0,0.0,21,0.000146484375,27384.0,0.0,21,0.5298182114885439,120949.0,55628.0,48
53,466528.0,414888.0,51640.0,343,304,39,0.11069003360998673,0.5245315525202295,0.10226688351815368,0.18599521099905272,0.2321394183478558,0.3027111984704023,0,0,0.0,0,0,0,0.00043945312499999996,59277.0,0.0,43,0.000146484375,30128.0,0.0,21,0.000146484375,31614.0,0.0,22,0.0005371093749999999,57512.0,0.0,41,0.29204101562499996,113314.0,0.0,48,0.000146484375,31007.0,0.0,23,0.000146484375,28756.0,0.0,21,0.5245315525202295,114920.0,51640.0,47
54,478656.0,421100.0,57556.0,362,322,40,0.12024501938761842,0.543939655691664,0.10544973235208299,0.19215800912579453,0.23144546349240142,0.3048259083767879,0,0,0.0,0,0,0,0.000927734375,59174.0,0.0,46,0.000146484375,28756.0,0.0,21,0.000146484375,30006.0,0.0,24,0.00068359375,57512.0,0.0,41,0.29746093749999997,117768.0,0.0,47,0.000146484375,36006.0,0.0,31,0.000146484375,31533.0,0.0,24,0.543939655691664,117901.0,57556.0,48
55,464571.0,414687.0,49884.0,350,314,36,0.10737648281963337,0.5195570586362297,0.1031465366264037,0.18598111615376645,0.23523403266081938,0.30697164696031365,0,0,0.0,0,0,0,0.0005859375,55629.0,0.0,45,0.000390625,30128.0,0.0,20,0.000390625,28633.0,0.0,24,0.0005859375,56140.0,0.0,42,0.303125,117260.0,0.0,48,0.000390625,29576.0,0.0,22,0.000146484375,33553.0,0.0,25,0.5195570586362297,113652.0,49884.0,47
56,460545.0,366521.0,94024.0,339,269,70,0.20415811701353787,0.5176974503673181,0.1259864658514518,0.21776204125810816,0.2507799536619821,0.313489724131192,0,0,0.0,0,0,0,0.00029296875,51768.0,0.0,42,0.000146484375,30000.0,0.0,21,0.00029296875,31763.0,0.0,24,0.0005859375,57370.0,0.0,43,0.4881923233192964,113524.0,42640.0,46,0.00029296875,26634.0,0.0,22,0.000390625,31469.0,0.0,21,0.5176974503673181,118017.0,51384.0,48
57,452408.0,358460.0,93948.0,343,275,68,0.20766211030750958,0.5261122109440957,0.12893516286242146,0.22284464086503925,0.25080371830453646,0.3136162490495302,0,0,0.0,0,0,0,0.001025390625,65584.0,0.0,45,0.000146484375,30128.0,0.0,21,0.000146484375,26525.0,0.0,27,0.00029296875,56134.0,0.0,44,0.5034647950802761,112204.0,45692.0,49,0.000146484375,27256.0,0.0,21,0.000146484375,28007.0,0.0,24,0.5261122109440957,106570.0,48256.0,49
58,476063.0,381398.0,94665.0,357,284,73,0.1988497320732756,0.519383920182815,0.12758695951284707,0.22045254502142203,0.25090929504414555,0.30529809079890646,0,0,0.0,0,0,0,0.00043945312499999996,64539.0,0.0,50,0.000146484375,30128.0,0.0,21,0.000390625,31146.0,0.0,23,0.00029296875,62721.0,0.0,44,0.49926097466996167,114760.0,45768.0,49,0.000146484375,24640.0,0.0,21,0.0006347656249999999,36836.0,0.0,27,0.519383920182815,111293.0,48897.0,48
59,465810.0,371402.0,94408.0,349,276,73,0.20267491037118096,0.5067637475289185,0.12619782099830956,0.21806433155434263,0.2508885659828056,0.3130745368283201,0,0,0.0,0,0,0,0.00068359375,58919.0,0.0,43,0.000146484375,27384.0,0.0,21,0.000146484375,30723.0,0.0,25,0.0005371093749999999,56381.0,0.0,43,0.5067637475289185,110908.0,45896.0,47,0.000146484375,30597.0,0.0,24,0.000146484375,30258.0,0.0,25,0.5010121798325581,120640.0,48512.0,48
60,462573.0,369953.0,92620.0,356,281,75,0.2002278559276045,0.5102282276496092,0.12699206423029055,0.2188405855764583,0.2519125472374801,0.31847702957154844,0,0,0.0,0,0,0,0.00043945312499999996,57512.0,0.0,43,0.000146484375,27384.0,0.0,21,0.000390625,26843.0,0.0,23,0.0026367187499999997,67289.0,0.0,45,0.5018020361927154,116396.0,47012.0,49,0.000146484375,31242.0,0.0,22,0.000146484375,27384.0,0.0,21,0.5102282276496092,108523.0,45608.0,47
61,463944.0,372920.0,91024.0,343,275,68,0.19619609263186893,0.5020785191004264,0.12505927258582122,0.2158677731607149,0.251287660995828,0.3103828263755968,0,0,0.0,0,0,0,0.000927734375,55148.0,0.0,42,0.000146484375,27384.0,0.0,21,0.000146484375,30128.0,0.0,22,0.0005859375,60256.0,0.0,50,0.5020785191004264,119140.0,48128.0,50,0.000390625,31905.0,0.0,21,0.000390625,30447.0,0.0,24,0.49580777096114337,109536.0,42896.0,49
62,455880.0,365240.0,90640.0,330,265,65,0.1988242519961389,0.503434885081298,0.12577672641434515,0.21735917685072453,0.2508496933191997,0.31661785996314773,0,0,0.0,0,0,0,0.00043945312499999996,58884.0,0.0,44,0.000146484375,25884.0,0.0,20,0.000390625,30128.0,0.0,20,0.00043945312499999996,60128.0,0.0,42,0.5010699418584632,116268.0,46756.0,50,0.000146484375,27793.0,0.0,22,0.000146484375,29015.0,0.0,22,0.503434885081298,107780.0,43884.0,50
63,465308.0,365668.0,99640.0,340,269,71,0.21413773242669326,0.5316261502245421,0.1308306273729073,0.22599257775475237,0.25101670631433165,0.3022417409543783,0,0,0.0,0,0,0,0.0014160156250000002,64334.0,0.0,47,0.000146484375,30128.0,0.0,21,0.000146484375,28628.0,0.0,21,0.00029296875,57384.0,0.0,42,0.5127239468837164,113268.0,48256.0,49,0.000146484375,30128.0,0.0,21,0.000146484375,30658.0,0.0,22,0.5316261502245421,110780.0,51384.0,47
64,455941.0,362707.0,93234.0,346,273,73,0.20448698406153384,0.5138907596264297,0.12581254891371102,0.21737264715773244,0.250933441243377,0.3250675526000071,0,0,0.0,0,0,0,0.001025390625,60365.0,0.0,48,0.000146484375,30128.0,0.0,21,0.000146484375,26012.0,0.0,21,0.0005371093749999999,53396.0,0.0,41,0.4904611941832583,112721.0,43004.0,50,0.000146484375,30128.0,0.0,21,0.000146484375,26012.0,0.0,21,0.5138907596264297,117179.0,50230.0,50
65,459248.0,358364.0,100884.0,344,274,70,0.21967215970456003,0.5176944346022622,0.12945498597921998,0.22365933998317764,0.25094441411257995,0.3253917273455733,0,0,0.0,0,0,0,0.00043945312499999996,55420.0,0.0,47,0.000146484375,30128.0,0.0,21,0.000146484375,26012.0,0.0,21,0.000927734375,58842.0,0.0,45,0.5159923282314975,115024.0,49756.0,49,0.000146484375,30128.0,0.0,21,0.000146484375,26237.0,0.0,22,0.5176944346022622,117457.0,51128.0,48
66,464921.0,359665.0,105256.0,349,277,72,0.22639545213057655,0.5276301681977322,0.13135501575255748,0.22687139568989373,0.2510614451333365,0.3202944693829701,0,0,0.0,0,0,0,0.00068359375,54245.0,0.0,43,0.000146484375,30128.0,0.0,21,0.000390625,29715.0,0.0,22,0.000732421875,59978.0,0.0,49,0.5276301681977322,115575.0,52628.0,49,0.000146484375,28756.0,0.0,21,0.000146484375,27384.0,0.0,21,0.5209638640727277,119140.0,52628.0,47
67,464022.0,370126.0,93896.0,345,276,69,0.20235247466714898,0.5215710723192,0.12728132328116643,0.2198043491209362,0.2511146870770994,0.3056638478348006,0,0,0.0,0,0,0,0.0005859375,63604.0,0.0,46,0.000390625,31500.0,0.0,20,0.00029296875,27384.0,0.0,21,0.0005859375,53028.0,0.0,45,0.4940427951801315,113652.0,44140.0,50,0.000390625,33233.0,0.0,22,0.000390625,29341.0,0.0,21,0.5215710723192,112280.0,49756.0,49
68,456436.0,355296.0,101140.0,334,262,72,0.22158637793688443,0.5255239582437957,0.13031096287145438,0.22521258031725905,0.2508202709001192,0.31928024958592194,0,0,0.0,0,0,0,0.0005859375,59055.0,0.0,43,0.000146484375,28628.0,0.0,21,0.000146484375,27283.0,0.0,23,0.00029296875,53140.0,0.0,42,0.5152059322278394,119140.0,51256.0,47,0.00029296875,29135.0,0.0,22,0.00029296875,29531.0,0.0,22,0.5255239582437957,110524.0,49884.0,46
69,442726.0,351574.0,91152.0,330,261,69,0.20588806620799274,0.5100818358406869,0.12670858726628595,0.21902396510626412,0.2507563304365115,0.3278506344782097,0,0,0.0,0,0,0,0.00043945312499999996,54925.0,0.0,42,0.000146484375,28756.0,0.0,21,0.000146484375,24640.0,0.0,21,0.0005371093749999999,60089.0,0.0,43,0.5100818358406869,104908.0,44140.0,48,0.000146484375,27256.0,0.0,21,0.000146484375,25884.0,0.0,21,0.5020243622896008,116268.0,47012.0,48
70,449999.0,360091.0,89908.0,350,280,70,0.19979599954666521,0.5130395357631472,0.12613272395424865,0.2178870821668441,0.2510002941857977,0.31028318951819855,0,0,0.0,0,0,0,0.000927734375,60195.0,0.0,47,0.000146484375,28756.0,0.0,21,0.000390625,31690.0,0.0,23,0.00043945312499999996,53396.0,0.0,42,0.49382499024584203,103882.0,40280.0,48,0.000146484375,27384.0,0.0,21,0.000146484375,28300.0,0.0,24,0.5130395357631472,116396.0,49628.0,50
71,483795.0,368708.0,115087.0,357,272,85,0.237883814425531,0.5454052919430136,0.1347437146739843,0.23298765457973164,0.2506362540738143,0.3134574044791696,0,0,0.0,0,0,0,0.00043945312499999996,58884.0,0.0,44,0.000146484375,30128.0,0.0,21,0.000146484375,29705.0,0.0,27,0.00043945312499999996,58884.0,0.0,42,0.5454052919430136,118208.0,58087.0,48,0.000146484375,28756.0,0.0,21,0.000146484375,35974.0,0.0,27,0.5310795816988607,123256.0,57000.0,46
72,470014.0,365762.0,104252.0,351,274,77,0.22180615896547715,0.5259120099761753,0.1309197905114054,0.22634175251392064,0.25069249703082774,0.31229761241154486,0,0,0.0,0,0,0,0.00043945312499999996,58884.0,0.0,42,0.000146484375,27384.0,0.0,21,0.000146484375,32824.0,0.0,24,0.00043945312499999996,56140.0,0.0,42,0.5199814703650679,120138.0,52868.0,49,0.000146484375,30128.0,0.0,21,0.000146484375,30864.0,0.0,27,0.5259120099761753,113652.0,51384.0,47
73,476172.0,368776.0,107396.0,360,282,78,0.225540350965617,0.5316146286212654,0.13293276824999686,0.22877019197484053,0.25241962457515005,0.3144824769201042,0,0,0.0,0,0,0,0.0021484375,61457.0,0.0,43,0.000390625,31500.0,0.0,20,0.00087890625,33668.0,0.0,26,0.000927734375,60503.0,0.0,44,0.5316146286212654,117880.0,54640.0,47,0.000390625,28756.0,0.0,20,0.000390625,26012.0,0.0,20,0.5267205642537095,116396.0,52756.0,46
74,461565.0,364452.0,97113.0,345,274,71,0.21039940203438257,0.518132507346912,0.12829602379009297,0.221476363834485,0.25125103478049216,0.3180746482077277,0,0,0.0,0,0,0,0.0008789062499999999,56553.0,0.0,48,0.00029296875,31500.0,0.0,21,0.00029296875,29430.0,0.0,28,0.000732421875,60586.0,0.0,47,0.518132507346912,118332.0,51601.0,47,0.000146484375,25884.0,0.0,21,0.00029296875,28756.0,0.0,21,0.5055989642238319,110524.0,45512.0,49
75,454817.0,358049.0,96768.0,334,264,70,0.21276249568507727,0.5154142856904004,0.12875270294444652,0.22266848951675258,0.2505687828232064,0.31370116992108876,0,0,0.0,0,0,0,0.00029296875,58884.0,0.0,46,0.000146484375,30000.0,0.0,21,0.000146484375,28628.0,0.0,21,0.00029296875,56522.0,0.0,47,0.5134354628651718,113268.0,48384.0,47,0.000146484375,26542.0,0.0,23,0.000146484375,28821.0,0.0,22,0.5154142856904004,112152.0,48384.0,48
76,465780.0,370768.0,95012.0,349,282,67,0.20398471381338787,0.5116852372676002,0.1273989793465852,0.22011714313075154,0.25092739436714595,0.3070725449783156,0,0,0.0,0,0,0,0.0005371093749999999,61059.0,0.0,43,0.000146484375,27384.0,0.0,21,0.000146484375,28756.0,0.0,21,0.00078125,57677.0,0.0,46,0.5056023006300814,113854.0,46884.0,52,0.000146484375,31500.0,0.0,21,0.000146484375,31898.0,0.0,25,0.5116852372676002,113652.0,48128.0,50
77,469508.0,369609.0,99899.0,354,277,77,0.21277379725159057,0.5248212382523694,0.1295674102347557,0.2238436430999679,0.25096109517774917,0.3114196137233014,0,0,0.0,0,0,0,0.00068359375,61810.0,0.0,44,0.000146484375,28756.0,0.0,21,0.000146484375,30128.0,0.0,21,0.000830078125,62170.0,0.0,46,0.5248212382523694,114704.0,51643.0,48,0.000146484375,28756.0,0.0,21,0.000146484375,28160.0,0.0,24,0.5096184342506763,115024.0,48256.0,50
78,459051.0,356934.0,102117.0,356,282,74,0.2224524072488673,0.5369448128909963,0.1313811399162631,0.22703843551542452,0.2508595019234588,0.30453070573857777,0,0,0.0,0,0,0,0.000830078125,57341.0,0.0,43,0.000146484375,30128.0,0.0,21,0.000146484375,28756.0,0.0,21,0.00043945312499999996,53740.0,0.0,45,0.5369448128909963,115090.0,54495.0,48,0.000146484375,31500.0,0.0,21,0.000390625,30260.0,0.0,31,0.5120046970641086,112236.0,47622.0,50
79,471849.0,372588.0,99261.0,352,279,73,0.21036602811492616,0.5167694727087582,0.12865987348048868,0.22206300662450162,0.2513212950654009,0.3109609748033795,0,0,0.0,0,0,0,0.0005859375,56527.0,0.0,44,0.000390625,28756.0,0.0,20,0.000390625,35929.0,0.0,26,0.00068359375,58884.0,0.0,41,0.5097751401351514,112280.0,47140.0,49,0.000390625,26012.0,0.0,20,0.00029296875,33320.0,0.0,28,0.5167694727087582,120141.0,52121.0,49
80,452013.0,348923.0,103090.0,349,273,76,0.22806866174202906,0.5341491511811265,0.13333173644312307,0.2304315213481116,0.2508231617800789,0.31804201427835,0,0,0.0,0,0,0,0.0005859375,58812.0,0.0,45,0.000146484375,28628.0,0.0,21,0.00029296875,28756.0,0.0,21,0.00043945312499999996,56983.0,0.0,45,0.5341491511811265,116594.0,54578.0,48,0.000146484375,23140.0,0.0,21,0.000146484375,33936.0,0.0,29,0.5307469278638581,105164.0,48512.0,45
81,458922.0,353344.0,105578.0,344,270,74,0.2300565237665655,0.5357025722287716,0.13275269115927651,0.2296112870388742,0.2505277158312782,0.3081825451819695,0,0,0.0,0,0,0,0.00029296875,56467.0,0.0,43,0.000146484375,30128.0,0.0,21,0.000146484375,27256.0,0.0,21,0.00029296875,52482.0,0.0,43,0.5357025722287716,115434.0,54450.0,48,0.000146484375,30128.0,0.0,21,0.000146484375,33631.0,0.0,31,0.5251470820454405,113396.0,51128.0,49
82,456763.0,361111.0,95652.0,345,273,72,0.20941275891435995,0.5224257173650148,0.12753416857075356,0.22044548432413483,0.25076579279647704,0.32935269494245345,0,0,0.0,0,0,0,0.0005371093749999999,56140.0,0.0,41,0.000146484375,26012.0,0.0,21,0.000146484375,24640.0,0.0,21,0.00078125,63375.0,0.0,43,0.5224257173650148,115931.0,51640.0,49,0.000146484375,27384.0,0.0,21,0.000146484375,31001.0,0.0,24,0.49594333432601356,112280.0,44012.0,50
83,478347.0,377335.0,101012.0,341,270,71,0.21116887949542862,0.5120794246631024,0.12820941823845297,0.2215015028425985,0.25095437717294805,0.3263308330563375,0,0,0.0,0,0,0,0.00068359375,63853.0,0.0,44,0.000146484375,28756.0,0.0,21,0.000146484375,27384.0,0.0,21,0.00043945312499999996,62073.0,0.0,44,0.5120794246631024,120512.0,51128.0,48,0.000146484375,26012.0,0.0,21,0.000390625,31989.0,0.0,21,0.5116427962445214,117768.0,49884.0,48
84,466059.0,361663.0,104396.0,352,276,76,0.2239973908882776,0.5447235449635546,0.13181905183732212,0.227763279007799,0.2509121564660379,0.3124751909093051,0,0,0.0,0,0,0,0.0010742187499999999,61807.0,0.0,48,0.000146484375,28756.0,0.0,21,0.000146484375,28275.0,0.0,22,0.00068359375,54669.0,0.0,44,0.5447235449635546,116911.0,57256.0,46,0.000390625,28989.0,0.0,21,0.000146484375,33000.0,0.0,23,0.5072409791100226,113652.0,47140.0,48
85,456369.0,359345.0,97024.0,343,271,72,0.2125998917542598,0.5165366781004295,0.12894317453297408,0.2226476498560503,0.25115958676120176,0.3094066972121241,0,0,0.0,0,0,0,0.0005859375,60256.0,0.0,44,0.000146484375,27384.0,0.0,21,0.000390625,31185.0,0.0,22,0.0005859375,50971.0,0.0,43,0.5165366781004295,115238.0,49884.0,48,0.00029296875,29581.0,0.0,22,0.000390625,30846.0,0.0,22,0.5126161400383632,110908.0,47140.0,47
86,454053.0,353430.0,100623.0,333,260,73,0.2216106930248226,0.5231561783881375,0.13076507729236547,0.2259567435151159,0.25088791346571127,0.31044916562603886,0,0,0.0,0,0,0,0.00043945312499999996,57384.0,0.0,42,0.000146484375,28628.0,0.0,20,0.00029296875,28756.0,0.0,21,0.00029296875,54107.0,0.0,43,0.5211089712007863,111635.0,49367.0,47,0.000146484375,30103.0,0.0,23,0.0005371093749999999,28672.0,0.0,21,0.5231561783881375,114768.0,51256.0,47
87,447514.0,346587.0,100927.0,344,268,76,0.22552813990176793,0.5356346678263558,0.1304050553436213,0.2256480174372692,0.2503658860443122,0.3205966740705315,0,0,0.0,0,0,0,0.00029296875,51896.0,0.0,42,0.000146484375,28756.0,0.0,21,0.000146484375,28071.0,0.0,26,0.00029296875,56140.0,0.0,42,0.5356346678263558,114533.0,54043.0,50,0.000146484375,27384.0,0.0,21,0.000146484375,27338.0,0.0,24,0.5064338999226144,113396.0,46884.0,49
88,451041.0,363877.0,87164.0,356,286,70,0.1932507244352505,0.5027969316928695,0.12504701025716614,0.21576610682009514,0.2514280485517217,0.30109873603508297,0,0,0.0,0,0,0,0.00078125,59654.0,0.0,44,0.000146484375,28756.0,0.0,21,0.000146484375,28750.0,0.0,23,0.001513671875,52540.0,0.0,44,0.49469829098945944,113841.0,44396.0,49,0.000146484375,31122.0,0.0,24,0.000146484375,30958.0,0.0,24,0.5027969316928695,105420.0,42768.0,49
89,484382.0,384486.0,99896.0,348,275,73,0.20623392281298603,0.5106812603705735,0.12715856856438623,0.2197846331323722,0.25078565723396007,0.31435519899583353,0,0,0.0,0,0,0,0.00043945312499999996,59674.0,0.0,44,0.000146484375,30128.0,0.0,21,0.000146484375,30716.0,0.0,22,0.0005859375,62879.0,0.0,47,0.5106812603705735,115712.0,48768.0,47,0.000146484375,29615.0,0.0,25,0.000146484375,31030.0,0.0,23,0.5049759600195165,124628.0,51128.0,49
90,460163.0,362808.0,97355.0,341,268,73,0.21156633627649288,0.5174177036155484,0.12824633185649137,0.22165165799390035,0.25080786234826313,0.3211641852995566,0,0,0.0,0,0,0,0.00068359375,60375.0,0.0,42,0.000146484375,27384.0,0.0,21,0.000146484375,26012.0,0.0,21,0.00043945312499999996,57512.0,0.0,43,0.5174177036155484,115559.0,50283.0,48,0.000146484375,31500.0,0.0,21,0.000146484375,27981.0,0.0,22,0.5068439668613826,113840.0,47072.0,49
91,467598.0,367369.0,100229.0,345,271,74,0.2143486499086818,0.5209985417357319,0.1289337079603398,0.22266647057302638,0.25110017852376854,0.3130477461409156,0,0,0.0,0,0,0,0.0005859375,61416.0,0.0,44,0.000146484375,30128.0,0.0,21,0.000390625,31169.0,0.0,24,0.00068359375,53396.0,0.0,41,0.5209985417357319,116885.0,51640.0,45,0.000146484375,28756.0,0.0,21,0.000390625,29119.0,0.0,21,0.5081273719469865,116729.0,48589.0,50
92,438008.0,338240.0,99768.0,338,266,72,0.227776661613486,0.5414000876424168,0.13107216894732815,0.22666759094992475,0.25058907550964754,0.3423247977205892,0,0,0.0,0,0,0,0.0005859375,61702.0,0.0,44,0.000146484375,25884.0,0.0,20,0.00029296875,28756.0,0.0,21,0.00029296875,50820.0,0.0,43,0.5414000876424168,109536.0,52884.0,46,0.000390625,26215.0,0.0,20,0.000146484375,20923.0,0.0,24,0.5053217951862085,114172.0,46884.0,50
93,466928.0,364446.0,102482.0,347,269,78,0.2194813761436448,0.5494042624300763,0.13213912427194427,0.22870353281770547,0.25027570195897814,0.30640537727444017,0,0,0.0,0,0,0,0.0005859375,64245.0,0.0,48,0.000146484375,30128.0,0.0,21,0.000146484375,28628.0,0.0,21,0.00029296875,61794.0,0.0,43,0.5062438879954778,103536.0,42768.0,48,0.000146484375,28885.0,0.0,23,0.000146484375,30069.0,0.0,23,0.5494042624300763,119643.0,59714.0,47
94,461366.0,358262.0,103104.0,343,269,74,0.22347550534716423,0.5256257736802719,0.1304280928170962,0.2254692922560043,0.2507297958127846,0.3298205762886728,0,0,0.0,0,0,0,0.00043945312499999996,57512.0,0.0,43,0.000146484375,21896.0,0.0,21,0.000146484375,28756.0,0.0,21,0.0005371093749999999,58884.0,0.0,41,0.5162364688564977,115024.0,49756.0,48,0.000146484375,30073.0,0.0,22,0.000146484375,31152.0,0.0,24,0.5256257736802719,118069.0,53348.0,49
95,463083.0,371829.0,91254.0,340,270,70,0.19705754691923436,0.505746649892218,0.12509860281975094,0.21627570429488935,0.2506960410171075,0.31154809181075493,0,0,0.0,0,0,0,0.00043945312499999996,60256.0,0.0,42,0.000146484375,30128.0,0.0,21,0.000146484375,28756.0,0.0,21,0.00043945312499999996,58884.0,0.0,42,0.505746649892218,114643.0,47242.0,51,0.000146484375,28756.0,0.0,21,0.000146484375,28008.0,0.0,22,0.49357732891578954,113652.0,44012.0,50
96,474840.0,364388.0,110452.0,351,272,79,0.2326088787802202,0.5538563841027755,0.13268524459904396,0.22970444508279708,0.250184704637282,0.31531252632465634,0,1,0.0,0,0,0,0.00043945312499999996,57248.0,0.0,45,0.000146484375,30128.0,0.0,21,0.000146484375,32200.0,0.0,24,0.00043945312499999996,56140.0,0.0,42,0.5061607289395762,121098.0,49884.0,47,0.000146484375,30128.0,0.0,21,0.000146484375,28671.0,0.0,23,0.5538563841027755,119227.0,60568.0,47
97,466943.0,366738.0,69512.0,344,270,50,0.14886613569536292,0.5282902424773569,0.11430432074697675,0.20050212142178667,0.2452847192593295,0.3026233930051416,0,1,0.0,0,0,0,0.00068359375,61545.0,0.0,42,0.000146484375,30128.0,0.0,21,0.000390625,33422.0,0.0,22,0.00068359375,56140.0,0.0,41,0.5282902424773569,109536.0,50012.0,47,0.000390625,28756.0,0.0,20,0.000390625,30455.0,0.0,22,0.3834587766234571,116961.0,19500.0,49
98,454408.0,360896.0,66128.0,337,271,45,0.14552560694353942,0.5199671715574934,0.11128014913817823,0.19590587178059912,0.24394583260440578,0.3178410151229729,1,0,58077.0,45,0,0,0.000830078125,59704.0,0.0,45,0.000146484375,30000.0,0.0,20,0.000146484375,27471.0,0.0,22,0.00043945312499999996,57369.0,0.0,45,0.5199671715574934,116140.0,51128.0,48,0.000146484375,27256.0,0.0,21,0.000146484375,27316.0,0.0,24,0.3684185527979325,109152.0,15000.0,52
99,448607.0,384455.0,64152.0,341,290,51,0.14300267271799116,0.5074677881772339,0.11659069317606495,0.1998731844774774,0.2538795187449852,0.29413133321593254,0,0,0.0,0,0,0,0.01123046875,87432.0,0.0,48,0.000146484375,30128.0,0.0,21,0.000146484375,27384.0,0.0,21,0.00029296875,51105.0,0.0,43,0.5074677881772339,106536.0,44268.0,48,0.000146484375,26012.0,0.0,21,0.000146484375,32370.0,0.0,27,0.41314838223128575,87640.0,19884.0,47
