epoch,total_B_gen,total_B_adm,total_B_drop,total_N_gen,total_N_adm,total_N_drop,drop_ratio,P_q_max,P_q_mean,P_q_std,jain_P,gini_B_gen,reassignments,pred_risk_max,P_q[0],B_q_gen[0],B_q_drop[0],K_q[0],P_q[1],B_q_gen[1],B_q_drop[1],K_q[1],P_q[2],B_q_gen[2],B_q_drop[2],K_q[2],P_q[3],B_q_gen[3],B_q_drop[3],K_q[3],P_q[4],B_q_gen[4],B_q_drop[4],K_q[4],P_q[5],B_q_gen[5],B_q_drop[5],K_q[5],P_q[6],B_q_gen[6],B_q_drop[6],K_q[6],P_q[7],B_q_gen[7],B_q_drop[7],K_q[7]
50,643434.0,472070.0,171364.0,3745,2791,954,0.26632723791406687,0.5394100449825778,0.4087189501732097,0.11107533089181426,0.9312235678835538,0.10484874905584696,0,0.30529233748483997,0.40913304719322696,94272.0,20604.0,331,0.46505205217124057,63512.0,21040.0,335,0.3738065130830894,75251.0,9822.0,333,0.40386996012628695,65970.0,13157.0,338,0.1640625,70843.0,0.0,332,0.5394100449825778,87223.0,41943.0,335,0.3776902171652991,73269.0,11220.0,332,0.5367272666639566,113094.0,53578.0,333
51,729203.0,422029.0,307174.0,4300,2600,1700,0.4212462099031402,0.65200176436563,0.4625655508598025,0.13615941795793066,0.9202628529574143,0.18397260433651508,0,0.39064288185248175,0.5620765982366089,125178.0,65588.0,333,0.4801280847686584,71151.0,25577.0,332,0.486983422405792,73828.0,27739.0,334,0.40211249038342345,58574.0,12254.0,336,0.154541015625,64575.0,0.0,332,0.5158601387918971,91648.0,39441.0,332,0.4468208923014102,86196.0,25336.0,335,0.65200176436563,158053.0,111239.0,333
52,739374.0,411846.0,327528.0,4381,2647,1734,0.4429801426612236,0.6374368667720888,0.48319486258760647,0.1424102718602995,0.9200786234064535,0.14103687714201452,0,0.3722628112074459,0.5558356699727307,116555.0,59672.0,334,0.6240830072324497,90914.0,58954.0,333,0.41785037908161465,70522.0,16932.0,334,0.4625445552043155,67707.0,21786.0,334,0.155517578125,74417.0,0.0,329,0.4959833270178077,92365.0,36204.0,333,0.5163075172948446,81875.0,36068.0,330,0.6374368667720888,145019.0,97912.0,337
53,663211.0,454068.0,209143.0,3591,2559,1032,0.31534911212268746,0.5736238866448057,0.4195092440079099,0.12319706264992634,0.9206053680762886,0.1382001730972493,0,0.3345299143315154,0.5736238866448057,118336.0,64736.0,332,0.4321923271801029,59332.0,15756.0,329,0.43056362324675745,76216.0,19716.0,333,0.42725276555033664,64667.0,16496.0,333,0.142822265625,64303.0,0.0,336,0.4445795315306724,84061.0,24307.0,332,0.35775113397230984,80428.0,9808.0,335,0.547288418313294,115868.0,58324.0,329
54,732008.0,452854.0,279154.0,4283,2814,1469,0.3813537556966585,0.5853063515160617,0.4587005560094048,0.1291097589950753,0.9265912540825781,0.13810573108490587,0,0.3519239866186507,0.5853063515160617,119116.0,68004.0,338,0.49546508720950233,71688.0,28004.0,336,0.4989359121914746,82976.0,33500.0,331,0.34891177114553784,61141.0,5987.0,336,0.1669921875,81951.0,0.0,332,0.472222432785265,82219.0,28344.0,331,0.5546822338743103,96430.0,48666.0,337,0.5470884718530868,136487.0,66649.0,337
55,670559.0,446080.0,224479.0,3860,2616,1244,0.33476398049985107,0.5694087469195142,0.43256457430311923,0.134003420927313,0.9124347687682166,0.12242677378127786,0,0.33435015122832296,0.4110426276572499,87861.0,19873.0,338,0.5694087469195142,80446.0,43330.0,337,0.294140625,53268.0,0.0,336,0.47709815190073007,71359.0,25296.0,336,0.15190429687499998,72872.0,0.0,343,0.5163500850929076,93666.0,40511.0,331,0.4875669792686378,87339.0,32815.0,332,0.5530050817109144,123748.0,62654.0,334
56,708224.0,419800.0,288424.0,4287,2628,1659,0.4072496837158859,0.6043259942086778,0.46546046227427634,0.13565343250610185,0.9217126603722263,0.1415074891559731,0,0.34893827256404447,0.5172603729982552,109311.0,47199.0,335,0.5684319794305421,86056.0,46276.0,332,0.42430024719277715,77078.0,18710.0,333,0.44911207849417123,60439.0,18892.0,329,0.14897460937499998,65047.0,0.0,332,0.5737987220752402,104701.0,57334.0,330,0.43747969441954687,75872.0,21084.0,336,0.6043259942086778,129720.0,78929.0,329
57,753311.0,436847.0,316464.0,4484,2704,1780,0.42009740996746303,0.6466705936908574,0.461292600848072,0.15354388655469034,0.9002577934449193,0.16073358148228278,0,0.39892042825428464,0.5574631418293623,119137.0,61626.0,335,0.544004834160814,84405.0,41141.0,339,0.571691589489256,91240.0,49507.0,332,0.2935546875,52747.0,0.0,336,0.15507812499999998,80425.0,0.0,342,0.5059900795505369,83247.0,34540.0,329,0.41588775556374963,82532.0,19008.0,333,0.6466705936908574,159578.0,110642.0,332
58,744050.0,409372.0,334678.0,4565,2705,1860,0.449805792621463,0.6331060476943772,0.4818684903254506,0.1507437346710766,0.9108599091947577,0.14336099724480866,0,0.37443014641384925,0.5794078319567366,121102.0,67721.0,332,0.5917126346511778,85519.0,49919.0,333,0.6331060476943772,110907.0,74245.0,328,0.2976291331750089,43792.0,1024.0,332,0.17827148437499998,75729.0,0.0,332,0.48105953525187783,88435.0,32024.0,331,0.5096795713487394,97445.0,40893.0,335,0.5840816841506868,121121.0,68852.0,330
59,713992.0,466394.0,247598.0,3953,2613,1340,0.3467797958520539,0.5658846708745875,0.4358980390143089,0.13334016809348614,0.9144334051732235,0.13438595950654886,0,0.3514704495626876,0.477804619473615,105313.0,37368.0,328,0.5658846708745875,88823.0,47216.0,331,0.4920449019837597,90335.0,34635.0,330,0.29985351562499996,57756.0,0.0,338,0.152490234375,61978.0,0.0,331,0.545741981929107,96910.0,47554.0,334,0.42095444143968364,82716.0,20349.0,335,0.5324099464137185,130161.0,60476.0,330
60,669981.0,495335.0,174646.0,3518,2766,752,0.26067306386300465,0.5551167320638826,0.39357784250387057,0.11076329626873789,0.9266114785174876,0.1621562775660801,0,0.3473786827678983,0.4921707525127008,107852.0,41452.0,336,0.337794128766246,53626.0,4352.0,330,0.35564281325106295,65324.0,8016.0,338,0.40143190018132574,63111.0,12692.0,332,0.18203124999999998,78985.0,0.0,331,0.49055426436413896,90018.0,34333.0,329,0.3338808988916074,76214.0,4956.0,334,0.5551167320638826,134851.0,68845.0,331
61,612536.0,442187.0,170349.0,3310,2505,805,0.2781044705943809,0.5563756327799575,0.386400759007945,0.13542507498037454,0.8906027825300602,0.17710510076142438,0,0.3180712040255001,0.5513283493181836,110404.0,55560.0,327,0.3050440987133703,54430.0,480.0,333,0.3380046517740783,67528.0,5080.0,330,0.29062499999999997,44713.0,0.0,336,0.149853515625,58583.0,0.0,337,0.5149944542915409,86527.0,37231.0,331,0.3849803695614294,74629.0,12684.0,332,0.5563756327799575,115722.0,59314.0,332
62,688635.0,490365.0,198270.0,3694,2576,1118,0.28791740181663683,0.5474442781759451,0.4119292905350851,0.12127541160042628,0.9202372741101852,0.10403497498674885,0,0.3374357605030976,0.34800973759461884,85705.0,10916.0,331,0.5090306231319482,74359.0,31014.0,333,0.49371065557723554,89231.0,34326.0,332,0.39286612479953215,68590.0,11882.0,334,0.14208984375,70751.0,0.0,340,0.4820334279150825,93490.0,34064.0,337,0.3802496333363182,79539.0,13232.0,333,0.5474442781759451,126970.0,62836.0,331
63,717141.0,469280.0,247861.0,4161,2729,1432,0.3456238034082553,0.5738466071729218,0.4398983550230332,0.12444154450413532,0.92590442547905,0.14944324059006497,0,0.34025228649113354,0.5066824141168929,124668.0,48928.0,333,0.4345559996864937,63795.0,17168.0,334,0.5738466071729218,95024.0,52044.0,331,0.4344800907298063,62972.0,17103.0,333,0.14033203125,74105.0,0.0,336,0.4241358739438601,74860.0,19748.0,335,0.4602697032216492,91017.0,28819.0,339,0.5448841200626415,130700.0,64051.0,335
64,712546.0,487580.0,224966.0,4030,2776,1254,0.31572137097113684,0.585564390523811,0.43024908000789974,0.13153357712627758,0.9145268296595115,0.13122766810844477,0,0.329751139026604,0.585564390523811,121990.0,69672.0,330,0.5306883937479184,75175.0,34684.0,331,0.5461708117900742,83988.0,41400.0,333,0.295166015625,50274.0,0.0,329,0.16791992187500002,87732.0,0.0,329,0.40518339714764123,91913.0,18384.0,332,0.48545922664163976,83118.0,30830.0,331,0.4258404827121132,118356.0,29996.0,326
65,708862.0,469683.0,239179.0,3919,2710,1209,0.3374126416707337,0.5992826315283137,0.42764111272125327,0.13617650261029055,0.9079339122838176,0.14930550657250619,0,0.34032626483464457,0.5992826315283137,122792.0,73535.0,336,0.47157227157601805,65640.0,23024.0,335,0.3494320674294493,69100.0,6872.0,330,0.3110497619450811,59975.0,1056.0,336,0.164208984375,82742.0,0.0,334,0.45689848002914446,86246.0,27089.0,336,0.48836097325573297,93003.0,35227.0,337,0.5803237316312864,129364.0,72376.0,336
66,688945.0,432924.0,256021.0,4184,2712,1472,0.37161311860888696,0.5646993609966695,0.4661384788770804,0.11488172001595404,0.9427384412504455,0.09000010886210053,0,0.32058572670766106,0.5424650382913565,102324.0,49600.0,331,0.5182282780392203,80004.0,34512.0,330,0.4893659572693001,71544.0,27620.0,338,0.5646993609966695,76946.0,40675.0,332,0.18740234374999998,82263.0,0.0,331,0.5004304464445759,82274.0,34740.0,336,0.4003962168930363,74012.0,14796.0,336,0.5261201893324841,119578.0,54078.0,329
67,702696.0,490642.0,212054.0,3874,2633,1241,0.3017720322870768,0.5428168902618136,0.4193249104930681,0.11739969297717924,0.9273126584853657,0.1422909053132504,0,0.3288147972627861,0.467583851937743,117361.0,39370.0,331,0.4370610082901046,63811.0,17492.0,332,0.2995019500064864,62630.0,800.0,336,0.5228691537286922,81084.0,36166.0,334,0.16904296875,69994.0,0.0,334,0.4288999961824072,93318.0,22818.0,332,0.48682346478729754,86636.0,32752.0,338,0.5428168902618136,127862.0,62656.0,332
68,735348.0,454552.0,280796.0,4259,2745,1514,0.38185457769654585,0.5778914184781022,0.4642594429097556,0.12135282093515586,0.9360449330547995,0.11965627158841774,0,0.3407586323279665,0.5778914184781022,121646.0,67585.0,339,0.5198820155228395,73569.0,32353.0,336,0.41944341124149165,73619.0,18133.0,332,0.5511713794611026,79321.0,40009.0,335,0.180029296875,79161.0,0.0,334,0.46807167998433996,81588.0,27736.0,336,0.4314978013003109,92783.0,24175.0,331,0.5660885404148581,133661.0,70805.0,332
69,779102.0,450501.0,328601.0,4872,2910,1962,0.4217689083072557,0.6008728616089133,0.47739230529829296,0.13624434209744735,0.9246852476794077,0.1335441315771233,0,0.38164815141063774,0.6008728616089133,129691.0,78079.0,332,0.5919414634146313,102500.0,59848.0,328,0.5612745379937426,99444.0,51304.0,334,0.29648437499999997,47453.0,0.0,335,0.22861328125000002,90098.0,0.0,335,0.42158202772933195,83214.0,20064.0,337,0.5277092600881507,99628.0,45460.0,336,0.590660635301574,127074.0,73846.0,329
70,738657.0,443839.0,294818.0,4278,2621,1657,0.39912706438847745,0.5891449217792212,0.46765735530108954,0.1279647620929497,0.9303424662382774,0.13535527992017937,0,0.35661555101722153,0.5891449217792212,130512.0,75512.0,330,0.5816275443639458,94277.0,53102.0,332,0.5693263182145798,88354.0,47618.0,331,0.3500165943475653,57525.0,6260.0,334,0.20302734375,71936.0,0.0,335,0.5094343914511976,87997.0,37117.0,336,0.40894446091934644,84356.0,18372.0,336,0.5297372675828599,123700.0,56837.0,331
71,668416.0,462223.0,206193.0,3853,2743,1110,0.30848004835312093,0.5489721243292992,0.43236194060032396,0.09991663336155601,0.9493026384033714,0.1324130481616237,0,0.3318716145483926,0.526435259628846,104984.0,47944.0,330,0.4973254416658544,65649.0,26120.0,336,0.4549809673430587,68944.0,21572.0,333,0.3873483033824179,62119.0,10488.0,335,0.22524414062499998,79545.0,0.0,332,0.46716889068931017,88193.0,29314.0,334,0.35142039713880513,72994.0,8020.0,334,0.5489721243292992,125988.0,62735.0,333
72,725729.0,405534.0,320195.0,4491,2502,1989,0.44120463699259577,0.6520065137876835,0.48379520961602795,0.13075460162116137,0.9319273154674111,0.1490079285794006,0,0.38175994026789206,0.42978139547185634,94520.0,25420.0,332,0.6189095054092255,97221.0,61848.0,331,0.5365560338433015,86786.0,40890.0,327,0.5075350207171592,67788.0,28812.0,331,0.195263671875,53770.0,0.0,333,0.4677096900579204,94437.0,31676.0,333,0.4625998457660776,81532.0,26132.0,333,0.6520065137876835,149675.0,105417.0,336
73,681371.0,443987.0,237384.0,3841,2498,1343,0.3483916985019903,0.6047767415645049,0.42942830707359675,0.13529527938703867,0.9097010602406588,0.16922920846352407,0,0.3521012371633388,0.3928655935966338,102696.0,18432.0,332,0.44517472279373255,61484.0,18068.0,332,0.4044628411858804,62814.0,14154.0,339,0.29990234374999997,55808.0,0.0,327,0.17958984375,62312.0,0.0,333,0.5936189084837707,114996.0,67530.0,331,0.5150354614642515,93601.0,41160.0,331,0.6047767415645049,127660.0,78040.0,333
74,719502.0,470643.0,248859.0,4104,2711,1393,0.3458767314058886,0.6137982609905444,0.4264334174738549,0.1425762061613993,0.8994527907796472,0.16350024044408462,0,0.36301903578477934,0.5313598592408042,114806.0,53123.0,332,0.5104349251535285,78160.0,32712.0,331,0.34149447471355937,74012.0,6200.0,330,0.36013740358399954,57952.0,6840.0,332,0.18837890624999998,73319.0,0.0,334,0.6137982609905444,119381.0,75063.0,336,0.289599609375,65987.0,0.0,330,0.5762639004834031,135885.0,74921.0,329
75,744065.0,434100.0,309965.0,4387,2676,1711,0.41658322861577896,0.5966833205226726,0.4736205303774558,0.12874967843548005,0.9311873424194208,0.14516322498706402,0,0.35180024659926995,0.5886557541285566,123772.0,71455.0,327,0.5271679461297345,72529.0,33420.0,335,0.5536323583030301,100108.0,50312.0,334,0.37347550579887073,58139.0,9276.0,342,0.18251953125,70505.0,0.0,335,0.48193358055499047,88812.0,32628.0,332,0.4848962463317914,100100.0,35677.0,336,0.5966833205226726,130100.0,77197.0,329
76,749719.0,444056.0,305663.0,4419,2687,1732,0.4077034195478567,0.5808771061941576,0.4716197011836281,0.12423296016509387,0.9351135324210618,0.13589875006502417,0,0.37651637296313173,0.5544766593553546,114862.0,58594.0,336,0.5777972705412195,100989.0,55675.0,333,0.4763726980872403,72304.0,25632.0,337,0.43000605955352106,66308.0,16684.0,331,0.176953125,69967.0,0.0,327,0.5343866972800758,107163.0,49984.0,332,0.4420879934574561,84710.0,24147.0,333,0.5808771061941576,133416.0,74947.0,331
77,693905.0,413561.0,280344.0,4331,2708,1623,0.40400919434216437,0.6235541461440892,0.47624777967012816,0.12161239512170396,0.9387852587936996,0.11228680438964966,0,0.34689159166414285,0.49574224528716926,95988.0,38084.0,331,0.5098385221414661,74223.0,31976.0,331,0.5267287101040158,84360.0,38196.0,334,0.4217411134433521,54821.0,13364.0,334,0.19990234375,81229.0,0.0,335,0.4454400130685381,85702.0,24929.0,332,0.5870351434223947,95619.0,54836.0,330,0.6235541461440892,121963.0,78959.0,333
78,763575.0,447543.0,316032.0,4495,2743,1752,0.4138846871623607,0.614618059605693,0.46576724731133723,0.13589836090287954,0.9215472529686353,0.17147218675310194,0,0.37703361355523834,0.5681065863419599,132120.0,70380.0,333,0.37679517790548567,61272.0,10063.0,335,0.42606408976593924,83638.0,21112.0,328,0.3408320126785824,52479.0,5408.0,333,0.2234375,84447.0,0.0,329,0.5622499330555757,104506.0,54844.0,338,0.614618059605693,106092.0,66788.0,334,0.6140346191374617,139021.0,87437.0,336
79,740376.0,470626.0,269750.0,4205,2911,1294,0.3643419019525209,0.6178711523093011,0.44892718887703215,0.11981280601846082,0.933507526976439,0.1802540195792406,0,0.3754432824128212,0.6178711523093011,141750.0,90158.0,333,0.43648477544544584,65552.0,17484.0,331,0.392954560921166,71750.0,13360.0,336,0.2865234375,50052.0,0.0,336,0.26748046875,98047.0,0.0,333,0.49583177032862014,91585.0,35951.0,331,0.5137941578609475,87526.0,37408.0,330,0.5804771879007764,134114.0,75389.0,334
80,723459.0,463823.0,259636.0,4100,2814,1286,0.3588814293553603,0.5835046588034085,0.4561648621925653,0.11002918964402454,0.9450189907910004,0.14504225533167725,0,0.3491866605838533,0.5835046588034085,128064.0,72651.0,336,0.501868950911523,69348.0,28100.0,339,0.43781040280808314,72693.0,20057.0,333,0.30507812500000003,60453.0,0.0,337,0.259765625,81164.0,0.0,335,0.4708364263742705,87278.0,29812.0,328,0.5643432450230458,98705.0,52184.0,333,0.5261114636201912,125754.0,56832.0,333
81,752788.0,426034.0,326754.0,4522,2703,1819,0.4340584600179593,0.5851435052164043,0.49464785794593963,0.10947472363163678,0.9533053135184436,0.13597320892469034,0,0.3593258901043687,0.5780019076641769,121327.0,67636.0,336,0.5197998096166436,79248.0,34760.0,333,0.5835690288503192,96595.0,54811.0,332,0.3775790631469967,60375.0,9179.0,332,0.25908203124999996,77873.0,0.0,333,0.548341469067462,92530.0,45940.0,333,0.5056660487555146,86778.0,35720.0,334,0.5851435052164043,138062.0,78708.0,330
82,660982.0,434721.0,226261.0,3965,2720,1245,0.3423103806155079,0.6288365883734148,0.44602581788295603,0.09496866558948713,0.956630453790529,0.14524714742610212,0,0.36710245058357627,0.5037389694193217,102809.0,41792.0,338,0.48135844206643874,71582.0,25964.0,327,0.40435657551765625,61509.0,13072.0,334,0.3755028888488784,61097.0,9226.0,332,0.28134765624999997,75717.0,0.0,334,0.4338012645575834,73630.0,20135.0,333,0.45926415803035514,75336.0,24416.0,330,0.6288365883734148,139302.0,91656.0,338
83,688483.0,488353.0,200130.0,3737,2673,1064,0.2906825586107423,0.6227687485329555,0.40601462554764944,0.11499105369351237,0.9257433500398954,0.19310952485391764,0,0.38646440251849334,0.5316531445493873,114134.0,52879.0,334,0.4013639016834327,57004.0,11740.0,327,0.30116343587037486,64432.0,1056.0,338,0.295845163911601,52239.0,224.0,330,0.28671874999999997,79383.0,0.0,336,0.45733997327509035,89570.0,27836.0,328,0.3512638865583538,79150.0,7860.0,332,0.6227687485329555,152571.0,98535.0,337
84,758528.0,455716.0,302812.0,4601,2808,1793,0.3992100489368877,0.6058517410021047,0.4866991428000329,0.0953627824309294,0.9630277838604258,0.12466217463297324,0,0.35794117090939165,0.5610841259549921,117949.0,61762.0,331,0.5334064217749175,74316.0,34532.0,333,0.38870257135667907,77498.0,13022.0,334,0.465630491356353,71917.0,23430.0,336,0.291650390625,78670.0,0.0,337,0.6058517410021047,112700.0,68972.0,330,0.5204018254466639,93925.0,41430.0,338,0.5268655748835529,131553.0,59664.0,333
85,672103.0,475340.0,196763.0,3558,2461,1097,0.29275721132028826,0.6120650330146208,0.4202679446533995,0.11060635716416245,0.9352227217691597,0.14604960102841358,0,0.35878592785000313,0.31161025588089386,94756.0,4088.0,331,0.47404888823827757,70180.0,25108.0,334,0.5532840661430762,87366.0,44436.0,334,0.33539565370250757,54220.0,4156.0,326,0.28110351562499997,68045.0,0.0,331,0.4204308144644795,81351.0,20357.0,335,0.37420533015834073,76867.0,11543.0,337,0.6120650330146208,139318.0,87075.0,331
86,703445.0,501560.0,201885.0,3893,2730,1163,0.28699471884795497,0.5197275760188566,0.4290619087405275,0.0820432643378523,0.9647263748356191,0.14232331596642211,0,0.312376846553616,0.5197275760188566,118515.0,50508.0,334,0.30720092882983063,50145.0,1824.0,335,0.47978157536144417,73524.0,26336.0,333,0.5008089861558496,78965.0,32616.0,335,0.2916015625,78033.0,0.0,330,0.48175781389312555,98138.0,36796.0,335,0.3996845474044297,82872.0,16425.0,336,0.45193227976068406,123253.0,37380.0,333
87,668183.0,443729.0,224454.0,3832,2705,1127,0.33591695688157236,0.6080029213974931,0.43986286289942833,0.10574258384679307,0.9453657354299134,0.15747575888641263,0,0.3292227502258913,0.6080029213974931,120156.0,74052.0,340,0.486794438644665,75404.0,27176.0,336,0.3020530623264884,52230.0,1408.0,330,0.36651982741266,60540.0,7800.0,334,0.288134765625,69035.0,0.0,336,0.49920252623271355,88737.0,34764.0,338,0.4385372326121934,81493.0,23654.0,337,0.529658128944213,120588.0,55600.0,340
88,666837.0,449205.0,217632.0,3797,2663,1134,0.32636461384116305,0.595197517824665,0.4416309433305645,0.0958828431491911,0.9549847908408674,0.13980421752242278,0,0.3382251824864384,0.595197517824665,120146.0,71004.0,328,0.4743654964846986,67064.0,23348.0,331,0.4269545731545016,79843.0,20460.0,335,0.39326118208268585,56774.0,10512.0,333,0.3385424152198625,78276.0,6676.0,337,0.5249689218143573,97398.0,43785.0,336,0.281689453125,62704.0,0.0,331,0.4980679869387453,104632.0,41847.0,333
89,717750.0,472233.0,245517.0,4122,2673,1449,0.34206478578892324,0.5662898950891517,0.4527251191604137,0.10585273657365753,0.9481654736472677,0.1257708115639149,0,0.34589713805330563,0.5662898950891517,118559.0,63420.0,328,0.5637145930440989,89248.0,47072.0,339,0.4429910965081472,73872.0,21292.0,332,0.44160619320627725,65038.0,18572.0,331,0.290771484375,70307.0,0.0,336,0.5384116390554072,101589.0,48440.0,336,0.28291015625,78772.0,0.0,329,0.49510589575522723,120365.0,46721.0,335
90,695955.0,498512.0,197443.0,3858,2802,1056,0.28370081398940983,0.5881930737484264,0.4261639585342699,0.10401505036070628,0.9437776956619746,0.13261938631089643,0,0.34746828295170534,0.3766505868986748,96724.0,14724.0,335,0.5881930737484264,83595.0,48183.0,336,0.424299072002264,75089.0,18425.0,338,0.31974058043017023,48905.0,2332.0,336,0.299560546875,83011.0,0.0,327,0.4495281325236567,83902.0,25878.0,333,0.36377110778336685,87960.0,9200.0,336,0.5875685680126004,136769.0,78701.0,333
91,761994.0,418892.0,343102.0,4546,2703,1843,0.45026863728585725,0.6506389469756042,0.49498927158766204,0.12058790014950835,0.9439756671962204,0.1658933666144351,0,0.3843395107679159,0.5845586355213036,123440.0,70288.0,335,0.5496466736522642,83397.0,41664.0,333,0.5861302478823133,98737.0,56484.0,335,0.29931640624999994,53520.0,0.0,333,0.31212144260112007,79670.0,1628.0,333,0.5109047393180364,91290.0,37981.0,335,0.46659708050065485,76663.0,26195.0,326,0.6506389469756042,155277.0,108862.0,331
92,703124.0,450839.0,252285.0,3846,2457,1389,0.3588058436349771,0.653002609385309,0.4431267969879312,0.11164446101709531,0.940311575144984,0.1725022897810342,0,0.3979641448952168,0.44675813671366715,106086.0,33096.0,340,0.45882478121072867,69234.0,22053.0,336,0.44388634951900696,69401.0,20907.0,335,0.42370341210119145,62546.0,16079.0,333,0.2926315018204862,69753.0,96.0,332,0.5367544601530606,91686.0,43441.0,333,0.289453125,69245.0,0.0,336,0.653002609385309,165173.0,116613.0,336
93,656648.0,416588.0,240060.0,3972,2615,1357,0.36558399629634086,0.588297770009695,0.45900190644270644,0.09995678547392349,0.9547234652092288,0.1524431658971015,0,0.33611413965756803,0.4169691257705318,92144.0,21592.0,330,0.5442762670320584,72758.0,35539.0,335,0.47526959160765697,76756.0,27753.0,338,0.3844900784085738,55100.0,9144.0,335,0.26337890625,51680.0,0.0,336,0.5579021055438084,98982.0,51036.0,332,0.44143140691932703,83806.0,22568.0,333,0.588297770009695,125422.0,72428.0,332
94,685910.0,472501.0,213409.0,3925,2728,1197,0.3111326558877982,0.5391393835972214,0.43939978207551933,0.08527580669289692,0.9637026392505079,0.13329992273038727,0,0.3350113902923295,0.536195518490692,116055.0,54234.0,330,0.4997421812024179,69161.0,27649.0,331,0.46642820896453063,80419.0,26124.0,329,0.3994658989256378,61938.0,12267.0,332,0.2853515625,79163.0,0.0,334,0.34385205885503606,69428.0,7696.0,336,0.4450234440686188,82661.0,24024.0,334,0.5391393835972214,127085.0,61415.0,333
95,727878.0,476727.0,251151.0,4133,2689,1444,0.34504546091515287,0.5845057651716277,0.4639479285435322,0.09615425568759782,0.9588155191039692,0.09013941896856315,0,0.3686145821389189,0.4734116501898138,107621.0,37357.0,331,0.5845057651716277,94294.0,53903.0,327,0.572310833416217,93941.0,51410.0,335,0.48425770666083745,72154.0,26611.0,338,0.285107421875,80635.0,0.0,331,0.3472552469274115,77749.0,8692.0,343,0.5036594672214976,83088.0,33892.0,334,0.461075336885852,118396.0,39286.0,337
96,681905.0,489123.0,192782.0,3652,2673,979,0.28271093480763404,0.6139143395890544,0.40903270235833006,0.11862791859518262,0.9224139534733147,0.17301181982827507,0,0.3560269896792309,0.6139143395890544,133954.0,84074.0,331,0.5385236373166855,77532.0,36888.0,336,0.287841796875,52185.0,0.0,331,0.3486682507164598,55830.0,5696.0,330,0.301220703125,78064.0,0.0,333,0.290185546875,77557.0,0.0,333,0.38666292718109846,77193.0,13764.0,331,0.5052444171883425,129590.0,52360.0,330
97,722587.0,475412.0,247175.0,4176,2832,1344,0.3420695362634529,0.6035335689045913,0.4388016192941593,0.10714348541837015,0.9437341641622546,0.18240796609958365,0,0.3558703752528086,0.6035335689045913,130180.0,79028.0,334,0.3761123799131412,56990.0,9076.0,335,0.43536940259719603,80191.0,20450.0,333,0.32682649698566674,60316.0,3136.0,332,0.4553984294769339,95428.0,28820.0,333,0.41557462387448646,83462.0,18200.0,327,0.295166015625,69764.0,0.0,330,0.6024320369762588,146256.0,88465.0,340
98,700241.0,399531.0,300710.0,4326,2435,1891,0.4294378649636333,0.6611589080435775,0.4755579961513745,0.12066730096688573,0.9395113028581805,0.182460574287995,0,0.37311518228677537,0.5022284032086693,103306.0,42146.0,333,0.5123129040329433,76185.0,31993.0,330,0.5491981312149952,87138.0,44093.0,334,0.27451171874999997,40970.0,0.0,335,0.3113819861352058,61605.0,2756.0,337,0.5528409006918137,93016.0,47091.0,334,0.4408310171337914,88181.0,24355.0,333,0.6611589080435775,149840.0,108276.0,330
99,729282.0,457026.0,272256.0,4292,2753,1539,0.37332060848889675,0.6358695242679557,0.46041470577060706,0.10492008444056719,0.9506335359604883,0.1444427532833661,0,0.3676215911003129,0.4751297635536994,108024.0,37636.0,337,0.572075837797295,94991.0,51773.0,329,0.4166667182517251,76671.0,17538.0,333,0.27622070312499997,52758.0,0.0,333,0.3951194777497644,85280.0,15016.0,333,0.4089216887929531,78164.0,17600.0,333,0.5033139326264641,90617.0,36812.0,330,0.6358695242679557,142777.0,95881.0,331
