epoch,total_B_gen,total_B_adm,total_B_drop,total_N_gen,total_N_adm,total_N_drop,drop_ratio,P_q_max,P_q_mean,P_q_std,jain_P,gini_B_gen,reassignments,pred_risk_max,P_q[0],B_q_gen[0],B_q_drop[0],K_q[0],P_q[1],B_q_gen[1],B_q_drop[1],K_q[1],P_q[2],B_q_gen[2],B_q_drop[2],K_q[2],P_q[3],B_q_gen[3],B_q_drop[3],K_q[3],P_q[4],B_q_gen[4],B_q_drop[4],K_q[4],P_q[5],B_q_gen[5],B_q_drop[5],K_q[5],P_q[6],B_q_gen[6],B_q_drop[6],K_q[6],P_q[7],B_q_gen[7],B_q_drop[7],K_q[7]
149,714936.0,476126.0,238810.0,3898,2565,1333,0.3340298991797862,0.5630938791474038,0.4544116751846087,0.0849008177095354,0.9662694791916765,0.12900735170700584,0,0.3483233869242398,0.3773290905475712,106833.0,16460.0,330,0.5630938791474038,89348.0,47040.0,337,0.45380214623590787,79488.0,24544.0,336,0.3654983899227814,52579.0,8120.0,334,0.3173568682362281,72722.0,3121.0,332,0.5048755787037016,95040.0,39017.0,336,0.5158772305606485,92406.0,40384.0,332,0.5374602181226269,126520.0,60124.0,330
150,710759.0,485690.0,225069.0,4133,2730,1403,0.31666007746648256,0.5594477762318898,0.45316075647798215,0.06751516521030025,0.9782848216767606,0.09303346844711058,0,0.340562371749985,0.4781861045068159,100859.0,35835.0,333,0.5594477762318898,87396.0,45375.0,337,0.34273716078333033,69830.0,6296.0,337,0.4393692887247802,74327.0,20246.0,329,0.41013944136845304,82268.0,17672.0,328,0.5460299008465951,103569.0,50861.0,335,0.430288231484788,78368.0,20528.0,327,0.4190881478772045,114142.0,28256.0,335
151,692269.0,450816.0,241453.0,3989,2689,1300,0.3487849376470702,0.5726349742860206,0.46121698659307,0.0586868851681398,0.9840670488927871,0.15163198843224213,0,0.34034669202756274,0.5726349742860206,129696.0,70694.0,331,0.3968859009080056,57048.0,11188.0,332,0.4988086273666068,78435.0,30942.0,331,0.4741135176533967,64244.0,23162.0,338,0.41365178859788043,81569.0,18756.0,337,0.4063390024406379,75134.0,15950.0,333,0.41817904416948526,79785.0,18702.0,333,0.5091230373225264,126358.0,52059.0,332
152,729148.0,419193.0,309955.0,4424,2623,1801,0.4250920252129877,0.6416564142713319,0.48066559833091227,0.12195320288763008,0.9395207080504576,0.15535323418565206,0,0.3553030836987023,0.5575955938783779,110755.0,57060.0,332,0.585236972648494,90692.0,51640.0,338,0.42804102193223903,75558.0,19504.0,338,0.290185546875,51483.0,0.0,335,0.29746992912523035,69987.0,384.0,335,0.5290766187690319,95551.0,43777.0,333,0.5160626891475928,92066.0,39838.0,334,0.6416564142713319,143056.0,97752.0,332
153,726989.0,439944.0,287045.0,4198,2664,1534,0.3948409123109147,0.6107260165046255,0.47343309409813805,0.1012095515112044,0.9562962956898352,0.15611085587264717,0,0.3450816627527482,0.5584559126210071,128296.0,66656.0,335,0.4733818590337477,70696.0,24501.0,334,0.45014035072374625,69672.0,20996.0,331,0.29497937083949705,54080.0,96.0,329,0.3420603226159029,77338.0,7480.0,331,0.6107260165046255,106135.0,66020.0,330,0.5226442096479333,99016.0,44052.0,337,0.5350767107986445,121756.0,57244.0,334
154,682526.0,465169.0,217357.0,3698,2541,1157,0.3184596630751058,0.5919407208774692,0.4302335104076312,0.10225625312965436,0.9465305264724029,0.16971331495063913,0,0.34709941424072266,0.4214177467572924,102692.0,25900.0,330,0.464250100292278,69796.0,22928.0,336,0.4323733586225769,73928.0,19500.0,336,0.28110351562499997,42696.0,0.0,332,0.289013671875,68025.0,0.0,333,0.54777335877403,100229.0,49629.0,335,0.4139956104374031,90214.0,20568.0,333,0.5919407208774692,134946.0,78832.0,333
155,719474.0,450754.0,268720.0,4116,2527,1589,0.37349508112871294,0.582338416219023,0.4601926099416624,0.10938325635848005,0.9465245673079039,0.14330712437141568,0,0.3527986581482511,0.479016705687354,115537.0,40644.0,329,0.582338416219023,92336.0,52140.0,337,0.5119161839246898,88384.0,37460.0,328,0.29599609375,58123.0,0.0,331,0.26352539062499997,54887.0,0.0,334,0.5157803571784079,100454.0,43352.0,334,0.4797251818268531,85160.0,31983.0,331,0.5532425503219713,124593.0,63141.0,339
156,690799.0,497420.0,193379.0,3581,2607,974,0.27993526336893904,0.5297151870137746,0.41533422057583325,0.09123241039654167,0.9539703426435009,0.14358789604501432,0,0.32332929709204544,0.5297151870137746,121729.0,55926.0,334,0.43025037544849754,68980.0,19000.0,329,0.34030492894116127,65298.0,6488.0,338,0.3567144106430322,61276.0,7124.0,332,0.258251953125,74683.0,0.0,335,0.5036224776556916,90739.0,36953.0,334,0.3845617456756251,84492.0,13712.0,336,0.5192526861038841,123602.0,54176.0,337
157,705891.0,413412.0,292479.0,4469,2755,1714,0.4143401743328638,0.6341228515965974,0.4726062065693283,0.12671813361077577,0.9329300797070398,0.15772601577297318,0,0.36011559389608316,0.5825909361618591,113614.0,64379.0,335,0.5296902733395867,82186.0,36936.0,334,0.36954918490967154,67366.0,8660.0,325,0.33715995228227846,54993.0,4028.0,338,0.252392578125,68432.0,0.0,335,0.5610112455273443,93904.0,49020.0,331,0.5143326306122888,87932.0,37556.0,327,0.6341228515965974,137464.0,91900.0,335
158,717358.0,445668.0,271690.0,4150,2560,1590,0.3787369765166062,0.6524963783875793,0.44901626737345396,0.1259809968253335,0.9270244901235403,0.17328795385288775,0,0.38915595253867147,0.5067315681519511,118239.0,48772.0,336,0.5398941785539602,81155.0,38961.0,326,0.3326228441545069,66941.0,4348.0,334,0.38005407580003125,61560.0,9724.0,335,0.240234375,66571.0,0.0,336,0.5448744812851776,97356.0,47680.0,328,0.39522223765442527,73012.0,14632.0,332,0.6524963783875793,152524.0,107573.0,332
159,705326.0,473393.0,231933.0,3808,2603,1205,0.3288309235729289,0.6087527701041232,0.4348804428747599,0.12573664174655982,0.9228534188096928,0.138581308501317,0,0.35384117884615857,0.6087527701041232,131764.0,81365.0,332,0.5393381782016842,81500.0,39036.0,333,0.3180982072959694,63909.0,2332.0,327,0.517898102947661,71545.0,31200.0,332,0.23305664062499998,70524.0,0.0,328,0.46343524979287126,88412.0,29236.0,337,0.29746093749999997,76811.0,0.0,337,0.5010034565307702,120861.0,48764.0,334
160,722753.0,478813.0,243940.0,4073,2724,1349,0.3375150293392067,0.577618232381684,0.4536169793418229,0.09786467164875799,0.9555250606393665,0.1292777408049497,0,0.337247279736378,0.4695567755202666,105985.0,35972.0,334,0.577618232381684,85536.0,47476.0,332,0.42605324696460745,72293.0,18988.0,332,0.362935399358889,53384.0,7392.0,329,0.25869140625,80937.0,0.0,332,0.5527814936845072,98488.0,49638.0,332,0.5174287329112275,100084.0,43102.0,332,0.4638705476634013,126046.0,41372.0,337
161,690190.0,457572.0,232618.0,3704,2440,1264,0.3370347295672201,0.6130313078494946,0.43198946118293613,0.131785852988749,0.9148577985959851,0.15877729320911604,0,0.3732014611627546,0.588287445070642,120197.0,69373.0,334,0.4571513124048875,57828.0,19192.0,334,0.6130313078494946,117830.0,72998.0,332,0.28989257812499997,50947.0,0.0,336,0.23012695312499998,69800.0,0.0,329,0.40206488097041937,82490.0,17032.0,339,0.5356640344615539,94736.0,44735.0,337,0.3396971774564917,96362.0,9288.0,339
162,651957.0,486147.0,165810.0,3757,2797,960,0.2543265890235088,0.5329974220310212,0.4232632318938863,0.09189373371796954,0.954985989419824,0.09736665915083331,0,0.3060145180175283,0.5329974220310212,104151.0,48544.0,335,0.4837701402539154,74276.0,26429.0,329,0.4734086926485218,58172.0,22152.0,335,0.486956782113128,70854.0,25573.0,330,0.24648437499999998,76234.0,0.0,331,0.4460503236499074,84698.0,24608.0,334,0.408468676112825,83161.0,17992.0,324,0.30796944334177156,100411.0,512.0,330
163,719407.0,431310.0,288097.0,4301,2762,1539,0.40046454927461034,0.6264757755225199,0.4763091895748719,0.10432275246492517,0.9542247393933402,0.15410313633311867,0,0.3388621481644117,0.5745114528740107,117536.0,64507.0,334,0.47649929013779035,59337.0,21676.0,333,0.42404471755239964,84779.0,19112.0,330,0.4716779419429149,66855.0,22942.0,336,0.24970703125,76589.0,0.0,334,0.48482758485008204,93319.0,35152.0,335,0.5027297224692576,79132.0,32108.0,335,0.6264757755225199,141860.0,92600.0,333
164,662413.0,430006.0,232407.0,3561,2385,1176,0.35084909263556063,0.5952579216778828,0.447107719025455,0.10335488484985454,0.9492741498282781,0.14941754615323055,0,0.32290530603142914,0.4633501810801114,100508.0,32836.0,332,0.46927638816378026,67040.0,22965.0,334,0.5178697261673315,75621.0,33660.0,334,0.4501261387765182,59576.0,18202.0,335,0.215771484375,56393.0,0.0,334,0.38901240202393444,83056.0,16100.0,327,0.47619750993908094,91487.0,32588.0,337,0.5952579216778828,128732.0,76056.0,333
165,665400.0,502746.0,162654.0,3514,2721,793,0.24444544634806092,0.5126439340641706,0.40564916148024743,0.08873877956574398,0.9543306720310519,0.10710174331229316,0,0.317740926861017,0.5126439340641706,112291.0,47756.0,334,0.4123594750358716,66031.0,14516.0,334,0.41410726577853574,67166.0,15466.0,335,0.4819122869318156,70400.0,25572.0,331,0.208154296875,75262.0,0.0,331,0.4391452609676295,92357.0,24728.0,330,0.33895197403598115,79485.0,6068.0,338,0.43791879815297496,102408.0,28548.0,332
166,712972.0,464247.0,248725.0,3905,2677,1228,0.3488566170901517,0.6547336022372245,0.43001595564501893,0.13445466383301305,0.9109419270412136,0.15895680335272622,0,0.376017803418091,0.5492009540516137,116081.0,57889.0,330,0.5251087948919949,76289.0,34369.0,339,0.3931326368752537,76001.0,13904.0,331,0.299853515625,55339.0,0.0,336,0.20986328124999998,75401.0,0.0,337,0.4413156364717939,82948.0,23468.0,334,0.36691922375727076,78386.0,11180.0,334,0.6547336022372245,152527.0,107915.0,330
167,675208.0,437648.0,237560.0,3825,2612,1213,0.35183232426156036,0.6242599550392203,0.4282872002510243,0.1399568172587727,0.9035163065484934,0.17048339178445726,0,0.3418879426645766,0.5712195622540693,118810.0,64482.0,329,0.436857238131531,64288.0,17584.0,328,0.3253751801096922,64544.0,3616.0,328,0.31042828920949955,52296.0,1152.0,334,0.20170898437499998,67940.0,0.0,330,0.38606087018997953,77475.0,13320.0,333,0.5703875226992023,102633.0,54900.0,337,0.6242599550392203,127222.0,82506.0,331
168,682828.0,407459.0,275369.0,4099,2578,1521,0.4032772528367313,0.5775039317718804,0.4708114726087622,0.12334038957833401,0.9357772302549998,0.16130929018727969,0,0.3308391061725778,0.5428020868690472,116372.0,56488.0,334,0.5066500616067249,60312.0,25192.0,336,0.5487155727665083,83594.0,41819.0,334,0.3367521455405364,43688.0,4120.0,336,0.199951171875,74418.0,0.0,333,0.5775039317718804,94741.0,52582.0,337,0.5347652333654505,89768.0,42517.0,335,0.5193515770749502,119935.0,52651.0,336
169,657514.0,442756.0,214758.0,3642,2684,958,0.3266211822105684,0.5964099604650737,0.4137662279847827,0.14193326128029096,0.8947200969877946,0.1891959714926219,0,0.3431748821149728,0.5630427701490951,117482.0,61840.0,335,0.4015549406840767,59878.0,12308.0,332,0.35610217185696824,57194.0,6652.0,331,0.28037109374999997,45160.0,0.0,335,0.2197265625,78969.0,0.0,331,0.595559043223048,100152.0,59231.0,340,0.29736328125,72584.0,0.0,334,0.5964099604650737,126095.0,74727.0,330
170,740203.0,457315.0,282888.0,4269,2654,1615,0.3821762408420387,0.617735772394572,0.44606986961094197,0.1344882590368334,0.9166744670786603,0.17245421188511778,0,0.40151396702909153,0.5917143828447505,120144.0,70072.0,331,0.5437824518941733,83176.0,40375.0,331,0.4884752636637547,76992.0,30556.0,327,0.29672851562499997,56392.0,0.0,328,0.206689453125,73470.0,0.0,337,0.4304667347049952,85891.0,22437.0,329,0.3929663826352903,79532.0,14508.0,332,0.617735772394572,164606.0,104940.0,338
171,744313.0,445472.0,298841.0,4360,2675,1685,0.40149910051282134,0.5957198531420969,0.45840066566681115,0.143735211931561,0.9104825888993681,0.16584202479333277,0,0.37356202266068395,0.5830114985626774,128016.0,72460.0,332,0.5867068212292887,92476.0,53027.0,334,0.30965135214599676,68820.0,448.0,331,0.4822098243399531,72836.0,25732.0,328,0.19833984375,67816.0,0.0,332,0.34602644520646786,68155.0,7412.0,332,0.5655396869580084,93406.0,49606.0,327,0.5957198531420969,152788.0,90156.0,335
172,723679.0,440304.0,283375.0,4341,2725,1616,0.39157554661666233,0.6039924273830997,0.4688168168395952,0.12067304094920975,0.9378625609216374,0.12273311095112582,0,0.34710242811658837,0.5782924129245786,113612.0,63268.0,333,0.49114104064167524,74950.0,28674.0,335,0.5488658968516024,86825.0,43241.0,327,0.4411622671383061,64067.0,18388.0,333,0.20224609375,77243.0,0.0,336,0.3871285001798301,86192.0,14060.0,338,0.4977058958476692,87180.0,34472.0,333,0.6039924273830997,133610.0,81272.0,332
173,639126.0,448622.0,190504.0,3635,2574,1061,0.29806955123089923,0.5735714275048549,0.42052209289801634,0.11379954510900647,0.9317646171240278,0.14275510619189302,0,0.3188828485242634,0.49833265544379335,101653.0,40352.0,334,0.487596687603158,64523.0,24196.0,335,0.4580894713402046,69396.0,21928.0,336,0.31454034969510436,53174.0,2076.0,326,0.19189453125,65868.0,0.0,333,0.37154381084839955,71900.0,10288.0,331,0.5735714275048549,94177.0,51749.0,332,0.46860780949861597,118435.0,39915.0,330
174,687440.0,453237.0,234203.0,3677,2648,1029,0.3406886419178396,0.5987696927593371,0.4326998895691627,0.12835344655890127,0.9191246941770096,0.15693333236355156,0,0.3443284082793745,0.5415219664662543,107280.0,51800.0,331,0.410802102184075,58885.0,14067.0,336,0.4427582046289329,70648.0,20730.0,337,0.35059866699830905,59018.0,5667.0,339,0.19873046875,72564.0,0.0,334,0.5794316839499034,98096.0,54851.0,332,0.3389863308164901,87080.0,7096.0,336,0.5987696927593371,133869.0,79992.0,334
175,691862.0,452567.0,239295.0,3847,2590,1257,0.3458709973954338,0.5452333834212026,0.4424385254012317,0.11233020306947683,0.9394438778033154,0.14042901619108994,0,0.34506280147019935,0.5204825812741598,109677.0,48428.0,334,0.5093820049894575,91139.0,37160.0,339,0.5087487450378485,86656.0,35764.0,334,0.35392498788519827,41691.0,6072.0,338,0.188232421875,64706.0,0.0,327,0.5452333834212026,93128.0,45658.0,330,0.4210916885837146,87546.0,20997.0,338,0.4924123901432722,117319.0,45216.0,336
176,726439.0,438976.0,287463.0,4270,2641,1629,0.39571526308471816,0.6390996548081148,0.4469743329060739,0.1478293952647643,0.9014005996291412,0.18441104483652415,0,0.3905930061577707,0.5916832302876318,123777.0,72159.0,333,0.6390996548081148,109579.0,74295.0,333,0.3720386085112699,70624.0,10196.0,336,0.26982421875,41452.0,0.0,338,0.21313476562499997,82238.0,0.0,333,0.3925289499857899,70380.0,14344.0,335,0.5202900228706072,89744.0,39592.0,335,0.5771952124101778,138645.0,76877.0,335
177,717750.0,473234.0,244516.0,4137,2872,1265,0.34067014977359755,0.673486773982171,0.4107231373861744,0.1557686884066108,0.8742526234672172,0.18607349355625202,0,0.39527957411916254,0.6336963963403223,128536.0,85784.0,333,0.43715110683349157,62340.0,17100.0,334,0.29619140625,64631.0,0.0,340,0.35029547638073566,74616.0,4540.0,333,0.19775390625,69596.0,0.0,341,0.3976386726603976,84551.0,15743.0,332,0.2995713603922772,71069.0,64.0,331,0.673486773982171,162411.0,121285.0,331
178,733696.0,411273.0,322423.0,4741,2617,2124,0.43945039907536576,0.6431675005833073,0.4765402787616282,0.13236523972319184,0.928373855598404,0.18619462284106758,0,0.3830386260981374,0.5871931286455974,124808.0,71688.0,336,0.4306650317928013,52390.0,14612.0,328,0.39851060329968335,72774.0,14004.0,335,0.5372384096054498,77863.0,36967.0,329,0.194091796875,66300.0,0.0,333,0.45521387869617247,86297.0,26671.0,332,0.566241880595014,98972.0,52585.0,335,0.6431675005833073,154292.0,105896.0,336
179,772005.0,432774.0,339231.0,4765,2658,2107,0.4394155478267622,0.6113790414492208,0.4917411667503006,0.1319976197228237,0.9327886933669713,0.12666352549530102,0,0.3746394565880705,0.6113790414492208,133368.0,83056.0,333,0.3952407900142663,66365.0,11896.0,337,0.5674599122835322,88034.0,47478.0,330,0.5833187279473415,81056.0,46808.0,330,0.1939453125,80040.0,0.0,332,0.5957809986891132,107561.0,63629.0,334,0.4607719600242165,88982.0,29133.0,342,0.5260325910947146,126599.0,57231.0,332
180,683408.0,468595.0,214813.0,3737,2589,1148,0.31432614192400393,0.5866726878156543,0.41529517162076335,0.12577586130659357,0.9159828085843743,0.15985180155924406,0,0.3550889771839328,0.5866726878156543,123750.0,71024.0,334,0.42300035074166686,62056.0,15284.0,335,0.3286655825825287,66075.0,5240.0,339,0.45051805044778004,65294.0,19184.0,336,0.202490234375,75359.0,0.0,335,0.469531242591522,85681.0,30231.0,336,0.28989257812499997,69308.0,0.0,331,0.5715906462869549,135885.0,73850.0,330
181,704055.0,462055.0,242000.0,4197,2782,1415,0.3437231466291691,0.5895317140070742,0.44407795755951396,0.12892623263960076,0.922264459235893,0.11318345157693632,0,0.3463985679032556,0.5635985103139005,106028.0,55908.0,333,0.5334171540190122,77096.0,35976.0,334,0.42937865573966694,77615.0,19136.0,338,0.5391009241372078,76612.0,36636.0,335,0.217138671875,78182.0,0.0,332,0.280078125,67917.0,0.0,336,0.40037990538425033,86919.0,16618.0,332,0.5895317140070742,133686.0,77726.0,331
182,677934.0,518585.0,159349.0,3665,2775,890,0.2350509046603353,0.5531059288459106,0.39449953790075915,0.09790867497039205,0.9419783253735717,0.15462198385093506,0,0.3361050991626179,0.47099191116064676,108336.0,37028.0,333,0.47963662611620006,67976.0,24880.0,329,0.3213211536752165,63634.0,2844.0,330,0.3708903605208892,52661.0,8284.0,335,0.219677734375,81516.0,0.0,335,0.3504876258389258,95360.0,7096.0,336,0.389884962673284,79890.0,14276.0,332,0.5531059288459106,128561.0,64941.0,332
183,774855.0,433013.0,341842.0,4749,2850,1899,0.44116899290835,0.6147775792784133,0.4932065172312662,0.12300257249628176,0.941444778652618,0.14585583754379838,0,0.3540760186376087,0.6047218952087575,124018.0,75582.0,339,0.49349191161259964,71304.0,27308.0,331,0.5367884156989795,86127.0,40670.0,334,0.35880422827467245,55120.0,5912.0,336,0.24384765625,89297.0,0.0,331,0.6012667338492208,115900.0,70309.0,332,0.4919537176774861,100873.0,38785.0,333,0.6147775792784133,132216.0,83276.0,332
184,646975.0,452875.0,194100.0,3566,2558,1008,0.3000115924108345,0.5943553255366563,0.4093620910486323,0.11817061112004183,0.9230793812589685,0.17012770972603253,0,0.3559038126032428,0.5943553255366563,124241.0,73142.0,338,0.45035977956870815,69924.0,21048.0,335,0.3697982530804138,61680.0,9044.0,338,0.30920567927193576,46191.0,1500.0,327,0.224853515625,73106.0,0.0,329,0.32765598185863887,70290.0,3730.0,332,0.4388973157022134,79081.0,21976.0,333,0.5597708777454924,122462.0,63660.0,337
185,746093.0,445642.0,300451.0,4383,2706,1677,0.40269912732058816,0.6367723731837871,0.4692698580132394,0.11200953876174644,0.9460984763051732,0.15670616799782322,0,0.3968311935243457,0.5691834428493678,119465.0,64316.0,337,0.49660960420323197,71784.0,28332.0,330,0.46806919355570215,78183.0,25952.0,337,0.439404996232321,66188.0,17898.0,331,0.2232421875,75938.0,0.0,335,0.4592417399204633,87611.0,28339.0,333,0.46163532666104157,87509.0,28272.0,335,0.6367723731837871,159415.0,107342.0,328
186,728050.0,442245.0,285805.0,4150,2631,1519,0.3925623240162071,0.5916999508418314,0.46137735268269664,0.122500648892269,0.9341464486828405,0.1532144083510747,0,0.3642773727737365,0.5739775985282749,132347.0,72559.0,336,0.4719826581433868,72291.0,24795.0,330,0.33322818610135135,65465.0,4504.0,333,0.42246238529261104,67553.0,16552.0,329,0.216796875,69288.0,0.0,330,0.5373208671471582,100127.0,47192.0,334,0.5435503004069595,90787.0,44249.0,332,0.5916999508418314,130192.0,75954.0,337
187,720783.0,431399.0,289384.0,4161,2563,1598,0.4014856066250169,0.6708155638420489,0.4535928677457187,0.12803679187405295,0.9262022744727688,0.18756772149176637,0,0.4096468288738463,0.6708155638420489,158363.0,117416.0,328,0.4129948938146109,60166.0,14584.0,330,0.428054691489569,76371.0,19440.0,328,0.3811339928887315,58591.0,9496.0,333,0.213720703125,69960.0,0.0,326,0.5635221821379047,102907.0,54327.0,338,0.42694727827675916,77651.0,19700.0,329,0.5315536363911253,116774.0,54421.0,330
188,710317.0,438807.0,271510.0,4123,2650,1473,0.3822377896066117,0.5964124648197731,0.4636336919830596,0.11238729804633223,0.9445007889566454,0.13697739882334203,0,0.346497454593913,0.5964124648197731,117964.0,69932.0,342,0.473643046745723,72520.0,24392.0,337,0.5011780273311686,85397.0,34360.0,329,0.41618386066132984,62411.0,14740.0,340,0.207861328125,72037.0,0.0,330,0.4263979538896222,79553.0,21276.0,332,0.5475499554537326,86427.0,42790.0,337,0.5398428988381273,134008.0,64020.0,337
189,667163.0,400444.0,266719.0,4150,2648,1502,0.39978086314738615,0.6484907117322982,0.45558092659002025,0.13595320605901362,0.9182290801602461,0.1763412764197052,0,0.3669850369290886,0.5611777333629409,108072.0,56452.0,335,0.5583784612240694,78296.0,40460.0,336,0.43448255933908064,61948.0,16680.0,333,0.3085678155085148,46197.0,1536.0,334,0.204345703125,66614.0,0.0,328,0.42221065096240434,81482.0,19160.0,336,0.5069937774658537,85319.0,35346.0,332,0.6484907117322982,139235.0,97085.0,334
190,685488.0,462111.0,223377.0,3852,2604,1248,0.32586566066802,0.5366835861940705,0.44199274010924205,0.09797352047192315,0.9531665707666839,0.10210682025068252,0,0.31989873042479483,0.42541399299435423,95316.0,25360.0,340,0.47906343588347156,73460.0,26308.0,334,0.4957534913273957,84692.0,33753.0,335,0.43545333916351975,65781.0,17146.0,331,0.1998046875,68765.0,0.0,332,0.5366835861940705,95124.0,45010.0,335,0.4553868909999289,84849.0,26692.0,331,0.5083824968111955,117501.0,49108.0,332
191,718595.0,469506.0,249089.0,4169,2693,1476,0.34663336093348773,0.5638142765369085,0.45072853994733797,0.10867772661580455,0.9450574055242084,0.11977904800339534,0,0.33814863433684506,0.4662367236979037,112895.0,36388.0,332,0.4708577257866411,69671.0,24420.0,334,0.4184335005983536,77243.0,18764.0,341,0.5488963681672778,79498.0,39558.0,331,0.196435546875,64984.0,0.0,336,0.5638142765369085,107407.0,56671.0,334,0.42097887221670627,88654.0,21312.0,336,0.5201753056999127,118243.0,51976.0,332
192,735915.0,434835.0,301080.0,4239,2661,1578,0.4091233362548658,0.6185984266404683,0.46222793973183607,0.13991765615457702,0.9160621933632533,0.16052584197903275,0,0.3652741819650064,0.6185984266404683,137552.0,87688.0,331,0.4871050261430995,68804.0,25344.0,333,0.29560546875,64704.0,0.0,336,0.43935613836623677,67086.0,18737.0,336,0.192041015625,72392.0,0.0,335,0.5058520073609678,95474.0,39335.0,333,0.5597953615737306,97812.0,50784.0,335,0.5994700733951855,132091.0,79192.0,334
193,758298.0,445335.0,312963.0,4389,2754,1635,0.41271769146166754,0.5870584352168666,0.48842112716460434,0.11506324221293233,0.9474192775179154,0.08915690137650345,0,0.3397452177251245,0.5654405280628962,113524.0,60301.0,338,0.55737400646022,84672.0,43808.0,334,0.4610302334766835,88099.0,27857.0,335,0.5071767725231721,72492.0,30009.0,332,0.20595703124999998,89638.0,0.0,340,0.5536894627417956,100329.0,50993.0,329,0.46964254758520063,86529.0,29358.0,332,0.5870584352168666,123015.0,70637.0,335
194,666272.0,416352.0,249920.0,3917,2587,1330,0.3751020604197679,0.5841455300568525,0.46285121197797696,0.1177977022267126,0.9391677343184607,0.10248592166562576,0,0.33692200210390916,0.5841455300568525,110632.0,62936.0,328,0.5838913856927749,82696.0,46808.0,337,0.42046929464108423,70574.0,17004.0,335,0.4890500322882681,66261.0,25228.0,342,0.192626953125,70605.0,0.0,330,0.5020126950219405,84025.0,33899.0,334,0.4173594511250577,73635.0,18017.0,333,0.5132543538728375,107844.0,46028.0,333
195,722984.0,428118.0,294866.0,4124,2616,1508,0.4078458167815603,0.62802332200025,0.46312047351477514,0.13022143687434146,0.9267293689730389,0.16951032111360664,0,0.3980510135592225,0.62802332200025,149723.0,98313.0,331,0.49651934834547307,65608.0,26440.0,332,0.45717065791535966,70574.0,22205.0,332,0.4299338916995309,65290.0,16852.0,331,0.18779296874999998,69316.0,0.0,331,0.5525008548159789,96512.0,48767.0,338,0.3714802402580978,80846.0,11692.0,332,0.5815425043335108,125115.0,70597.0,335
196,742260.0,416515.0,325745.0,4353,2625,1728,0.43885565704739515,0.6263305286747564,0.48914138242625876,0.1286056466560806,0.9353420792015668,0.129138037884299,0,0.3645582656324502,0.6263305286747564,129733.0,84621.0,334,0.5007121222389878,72392.0,28968.0,331,0.5516973968644199,95722.0,48214.0,333,0.47851353127601204,68471.0,24446.0,333,0.17680664062499998,65818.0,0.0,333,0.5472967502863202,91898.0,45506.0,333,0.5749152165288915,107998.0,59022.0,333,0.4568588729156824,110228.0,34968.0,337
197,749937.0,466257.0,283680.0,4403,2851,1552,0.37827177482908514,0.597912494290098,0.47920666905430387,0.10572353071119762,0.9535851359097599,0.10630176268139846,0,0.3690285745208624,0.5602246396732493,127315.0,66261.0,336,0.597912494290098,93177.0,55317.0,333,0.5329400434492644,78049.0,36613.0,333,0.5083844837565282,68516.0,28736.0,334,0.226611328125,93623.0,0.0,335,0.48293743426208346,90915.0,33228.0,330,0.48017600906395574,82304.0,30213.0,330,0.44446691981425146,116038.0,33312.0,334
198,729377.0,477425.0,251952.0,3988,2620,1368,0.3454345283714727,0.6331079777350266,0.41957422447326864,0.13450021897450684,0.9068147922053599,0.19943681388362933,0,0.3812017618564996,0.6331079777350266,141581.0,94365.0,331,0.3908912830558261,61260.0,11136.0,339,0.287548828125,61551.0,0.0,334,0.40149038596781683,59988.0,12276.0,332,0.2171875,82663.0,0.0,331,0.46639769059417,87988.0,29282.0,334,0.3573196599639238,77546.0,9844.0,337,0.6026504703443858,156800.0,95049.0,333
199,771668.0,485268.0,286400.0,4634,2948,1686,0.37114406713768044,0.5979400922878997,0.4638520225311278,0.12155460754002949,0.9357402193655425,0.11420973786654343,0,0.35891379858354316,0.4928963899917469,100819.0,39102.0,332,0.5796109323570393,94486.0,52894.0,335,0.4830434368645672,94670.0,33132.0,331,0.3389857086316074,62198.0,4795.0,334,0.25498046874999997,93751.0,0.0,334,0.5979400922878997,100626.0,60020.0,337,0.3681939070622555,80024.0,10336.0,333,0.5951652443039062,145094.0,86121.0,328
